icpsr,first,last,fullname,state,chamber,district,party,start,end,twitter,fold,num.tweets,done.handle.no.file,missing,tweets.svd,prop.tweets,has.alt
29504,zoe,lofgren,zoelofgren,CA,House,19,D,01/04/1995,01/03/2019,repzoelofgren,2,1738,0,0,1210,0.696,1
29504,zoe,lofgren,zoelofgren,CA,House,19,D,01/04/1995,01/03/2019,ZoeLofgren,,,,,,,1
21150,billy,long,billylong,MO,House,7,R,01/05/2011,01/03/2019,usreplong,1,5641,0,0,2792,0.495,1
21150,billy,long,billylong,MO,House,7,R,01/05/2011,01/03/2019,auctnr1,,,,,,,1
NA,barry,loudermilk,barryloudermilk,GA,House,11,R,01/06/2015,01/03/2019,reploudermilk,7,988,0,0,848,0.858,1
NA,barry,loudermilk,barryloudermilk,GA,House,11,R,01/06/2015,01/03/2019,standwithbarry,,,,,,,1
NA,mia,love,mialove,UT,House,4,R,01/06/2015,01/03/2019,repmialove,4,638,0,0,549,0.861,1
NA,mia,love,mialove,UT,House,4,R,01/06/2015,01/03/2019,MiaBLove,,,,,,,1
21313,alan,lowenthal,alanlowenthal,CA,House,47,D,01/03/2013,01/03/2019,replowenthal,6,2551,0,0,1943,0.762,1
21313,alan,lowenthal,alanlowenthal,CA,House,47,D,01/03/2013,01/03/2019,alanlowenthal,,,,,,,1
15612,nita,lowey,nitalowey,NY,House,17,D,01/03/1989,01/03/2019,nitalowey,6,2101,0,0,1712,0.815,0
29393,frank,lucas,franklucas,OK,House,3,R,05/10/1993,01/03/2019,repfranklucas,5,621,0,0,577,0.929,1
29393,frank,lucas,franklucas,OK,House,3,R,05/10/1993,01/03/2019,FrankDLucas,,,,,,,1
20926,blaine,luetkemeyer,blaineluetkemeyer,MO,House,3,R,01/06/2009,01/03/2019,repblainepress,5,1409,0,0,1010,0.717,1
20926,blaine,luetkemeyer,blaineluetkemeyer,MO,House,3,R,01/06/2009,01/03/2019,LuetkemeyerB,,,,,,,1
20926,blaine,luetkemeyer,blaineluetkemeyer,MO,House,3,R,01/06/2009,01/03/2019,RepBlaine,,,,,,,1
20932,ben,lujan,benlujan,NM,House,3,D,01/06/2009,01/03/2019,repbenraylujan,2,1353,1,1,NA,NA,1
20932,ben,lujan,benlujan,NM,House,3,D,01/06/2009,01/03/2019,peopleforben,,,,,,,1
20932,ben,lujan,benlujan,NM,House,3,D,01/06/2009,01/03/2019,ChairmanDCCC,,,,,,,1
21341,michelle,lujangrisham,michellelujangrisham,NM,House,1,D,01/03/2013,01/03/2019,replujangrisham,3,3333,0,0,2205,0.662,1
21341,michelle,lujangrisham,michellelujangrisham,NM,House,1,D,01/03/2013,01/03/2019,Michelle4NM,,,,,,,1
20953,cynthia,lummis,cynthialummis,WY,House,NA,R,01/06/2009,01/03/2017,cynthialummis,1,1584,0,0,1047,0.661,0
14647,daniel,lungren,daniellungren,CA,House,NA,R,1/15/1979,01/03/2013,repdanlungren,5,465,0,0,405,0.871,1
14647,daniel,lungren,daniellungren,CA,House,NA,R,1/15/1979,01/03/2013,dan_lungren,,,,,,,1
20119,stephen,lynch,stephenlynch,MA,House,8,D,10/23/2001,01/03/2019,repstephenlynch,1,2742,0,0,700,0.255,1
20119,stephen,lynch,stephenlynch,MA,House,8,D,10/23/2001,01/03/2019,RepLynch,,,,,,,1
NA,tom,macarthur,tommacarthur,NJ,House,3,R,01/06/2015,01/03/2019,reptommacarthur,4,1511,0,0,1320,0.874,1
NA,tom,macarthur,tommacarthur,NJ,House,3,R,01/06/2015,01/03/2019,tmac4congress,,,,,,,1
20503,connie,mack,conniemack,FL,House,NA,R,01/04/2005,01/03/2013,conniemackiv,6,2123,0,0,1310,0.617,1
20503,connie,mack,conniemack,FL,House,NA,R,01/04/2005,01/03/2013,RepConnieMack,,,,,,,1
20935,daniel,maffei,danielmaffei,NY,House,NA,D,01/06/2009,01/03/2015,danmaffeiny,1,306,0,0,288,0.941,1
20935,daniel,maffei,danielmaffei,NY,House,NA,D,01/06/2009,01/03/2015,DanMaffei,,,,,,,1
29379,carolyn,maloney,carolynmaloney,NY,House,12,D,01/05/1993,01/03/2019,repmaloney,6,3368,0,0,2401,0.713,1
29379,carolyn,maloney,carolynmaloney,NY,House,12,D,01/05/1993,01/03/2019,CarolynBMaloney,,,,,,,1
21344,sean,maloney,seanmaloney,NY,House,18,D,01/03/2013,01/03/2019,repseanmaloney,5,3016,0,0,17,0.006,1
21344,sean,maloney,seanmaloney,NY,House,18,D,01/03/2013,01/03/2019,MaloneyforNY,,,,,,,1
40915,joe,manchin,joemanchin,WV,Senate,NA,D,11/15/2010,01/03/2019,sen_joemanchin,6,4413,0,1,NA,NA,1
40915,joe,manchin,joemanchin,WV,Senate,NA,D,11/15/2010,01/03/2019,JoeManchinWV,,,,,,,1
20532,kenny,marchant,kennymarchant,TX,House,24,R,01/04/2005,01/03/2019,repkenmarchant,2,4901,0,0,2137,0.436,1
20532,kenny,marchant,kennymarchant,TX,House,24,R,01/04/2005,01/03/2019,MarchantforTX24,,,,,,,1
21170,tom,marino,tommarino,PA,House,10,R,01/05/2011,01/03/2019,reptommarino,3,2890,0,0,2546,0.881,1
21170,tom,marino,tommarino,PA,House,10,R,01/05/2011,01/03/2019,Marino4Congress,,,,,,,1
14435,edward,markey,edwardmarkey,MA,Senate,NA,D,1/14/1975,01/03/2021,senmarkey,2,8902,1,1,NA,NA,1
14435,edward,markey,edwardmarkey,MA,Senate,NA,D,1/14/1975,01/03/2021,EdMarkey,,,,,,,1
NA,roger,marshall,rogermarshall,KS,House,1,R,01/03/2017,01/03/2019,repmarshall,0,0,1,0,NA,NA,1
NA,roger,marshall,rogermarshall,KS,House,1,R,01/03/2017,01/03/2019,rogermarshallmd,5,699,0,0,38,0.054,1
40501,mel,martinez,melmartinez,FL,Senate,NA,R,01/04/2005,09/09/2009,melmartinez,2,42,1,1,NA,NA,0
31102,thomas,massie,thomasmassie,KY,House,4,R,11/13/2012,01/03/2019,repthomasmassie,4,2111,0,1,NA,NA,1
31102,thomas,massie,thomasmassie,KY,House,4,R,11/13/2012,01/03/2019,Thomas_Massie,,,,,,,1
31102,thomas,massie,thomasmassie,KY,House,4,R,11/13/2012,01/03/2019,ThomasMassieKY,,,,,,,1
NA,brian,mast,brianmast,FL,House,18,R,01/03/2017,01/03/2019,repbrianmast,5,240,0,1,NA,NA,1
,brian,mast,brianmast,FL,House,18,R,01/03/2017,01/03/2019,BrianMastFL,,,,,,,1
20140,jim,matheson,jimmatheson,UT,House,NA,D,01/03/2001,01/03/2015,repjimmatheson,6,1176,0,1,NA,NA,0
20538,doris,matsui,dorismatsui,CA,House,6,D,03/10/2005,01/03/2019,dorismatsui,3,2155,0,0,1630,0.756,1
20538,doris,matsui,dorismatsui,CA,House,6,D,03/10/2005,01/03/2019,Matsui4Congress,,,,,,,1
NA,vance,mcallister,vancemcallister,LA,House,NA,R,11/16/2013,01/03/2015,vance4louisiana,2,42,0,1,NA,NA,1
NA,vance,mcallister,vancemcallister,LA,House,NA,R,11/16/2013,01/03/2015,vancemcallister,7,10,0,0,2,0.2,1
15039,john,mccain,johnmccain,AZ,Senate,NA,R,01/03/1983,01/03/2023,senjohnmccain,2,12671,0,0,10609,0.837,0
20703,kevin,mccarthy,kevinmccarthy,CA,House,23,R,01/04/2007,01/03/2019,gopleader,2,8252,0,0,3707,0.449,1
20703,kevin,mccarthy,kevinmccarthy,CA,House,23,R,01/04/2007,01/03/2019,kevinomccarthy,,,,,,,1
29744,carolyn,mccarthy,carolynmccarthy,NY,House,NA,D,01/07/1997,01/03/2015,repmccarthyny,5,186,0,0,168,0.903,1
29744,carolyn,mccarthy,carolynmccarthy,NY,House,NA,D,01/07/1997,01/03/2015,carolynmccarthy,,,,,,,1
40701,claire,mccaskill,clairemccaskill,MO,Senate,NA,D,01/04/2007,01/03/2019,clairecmc,4,4228,0,1,NA,NA,1
40701,claire,mccaskill,clairemccaskill,MO,Senate,NA,D,01/04/2007,01/03/2019,McCaskillOffice,,,,,,,1
20530,michael,mccaul,michaelmccaul,TX,House,10,R,01/04/2005,01/03/2019,repmccaul,7,2517,0,1,NA,NA,1
20530,michael,mccaul,michaelmccaul,TX,House,10,R,01/04/2005,01/03/2019,McCaulforTexas,,,,,,,1
20903,tom,mcclintock,tommcclintock,CA,House,4,R,01/06/2009,01/03/2019,repmcclintock,2,287,0,0,245,0.854,1
20903,tom,mcclintock,tommcclintock,CA,House,4,R,01/06/2009,01/03/2019,tommcclintock,,,,,,,1
20122,betty,mccollum,bettymccollum,MN,House,4,D,01/03/2001,01/03/2019,bettymccollum04,0,4184,0,1,NA,NA,0
14921,mitch,mcconnell,mitchmcconnell,KY,Senate,NA,R,01/03/1985,01/03/2021,mcconnellpress,6,8946,0,1,NA,NA,1
14921,mitch,mcconnell,mitchmcconnell,KY,Senate,NA,R,01/03/1985,01/03/2021,senatemajldr,2,1824,1,1,NA,NA,1
20332,thaddeus,mccotter,thaddeusmccotter,MI,House,NA,R,01/07/2003,07/06/2012,thadmccotter,0,8807,0,0,4786,0.543,0
15613,jim,mcdermott,jimmcdermott,WA,House,NA,D,01/03/1989,01/03/2017,repjimmcdermott,7,1893,0,0,1471,0.777,1
15613,jim,mcdermott,jimmcdermott,WA,House,NA,D,01/03/1989,01/03/2017,jimacmcdermott,,,,,,,1
NA,donald,mceachin,donaldmceachin,VA,House,4,D,01/03/2017,01/03/2019,repmceachin,2,444,0,0,324,0.73,1
,donald,mceachin,donaldmceachin,VA,House,4,D,01/03/2017,01/03/2019,Donald_McEachin,,,,,,,1
29729,james,mcgovern,jamesmcgovern,MA,House,2,D,01/07/1997,01/03/2019,repmcgovern,0,6312,0,1,NA,NA,1
29729,james,mcgovern,jamesmcgovern,MA,House,2,D,01/07/1997,01/03/2019,McGovernMA,,,,,,,1
20522,patrick,mchenry,patrickmchenry,NC,House,10,R,01/04/2005,01/03/2019,patrickmchenry,6,4001,0,0,3050,0.762,1
20522,patrick,mchenry,patrickmchenry,NC,House,10,R,01/04/2005,01/03/2019,McHenryCampaign,,,,,,,1
29746,mike,mcintyre,mikemcintyre,NC,House,NA,D,01/07/1997,01/03/2015,mikemcintyrenc,0,338,0,0,323,0.956,0
29315,howard,mckeon,howardmckeon,CA,House,NA,R,01/05/1993,01/03/2015,mckeon4congress,7,182,0,0,159,0.874,1
29315,howard,mckeon,howardmckeon,CA,House,NA,R,01/05/1993,01/03/2015,chairmanmckeon,,,,,,,1
21188,david,mckinley,davidmckinley,WV,House,1,R,01/05/2011,01/03/2019,repmckinley,3,3952,0,1,NA,NA,1
21188,david,mckinley,davidmckinley,WV,House,1,R,01/05/2011,01/03/2019,mckinley4cong,,,,,,,1
20535,cathy,mcmorrisrodgers,cathymcmorrisrodgers,WA,House,5,R,01/04/2005,01/03/2019,cathymcmorris,7,6738,1,1,NA,NA,1
20535,cathy,mcmorrisrodgers,cathymcmorrisrodgers,WA,House,5,R,01/04/2005,01/03/2019,TeamCMR,,,,,,,1
20702,jerry,mcnerney,jerrymcnerney,CA,House,9,D,01/04/2007,01/03/2019,repmcnerney,3,1680,0,0,1432,0.852,1
20702,jerry,mcnerney,jerrymcnerney,CA,House,9,D,01/04/2007,01/03/2019,jerrymcnerney,,,,,,,1
NA,martha,mcsally,marthamcsally,AZ,House,2,R,01/06/2015,01/03/2019,repmcsally,2,1874,0,0,1596,0.852,1
NA,martha,mcsally,marthamcsally,AZ,House,2,R,01/06/2015,01/03/2019,MarthaMcSally,,,,,,,1
21348,mark,meadows,markmeadows,NC,House,11,R,01/03/2013,01/03/2019,repmarkmeadows,7,3650,0,0,2472,0.677,1
21348,mark,meadows,markmeadows,NC,House,11,R,01/03/2013,01/03/2019,MarkMeadows,,,,,,,1
21168,patrick,meehan,patrickmeehan,PA,House,7,R,01/05/2011,01/03/2019,repmeehan,1,3906,0,1,NA,NA,1
21168,patrick,meehan,patrickmeehan,PA,House,7,R,01/05/2011,01/03/2019,PatMeehanPA,,,,,,,1
29776,gregory,meeks,gregorymeeks,NY,House,5,D,01/07/1997,01/03/2019,gregorymeeks,3,2851,0,0,2424,0.85,0
29373,robert,menendez,robertmenendez,NJ,Senate,NA,D,01/05/1993,01/03/2019,senatormenendez,7,5161,1,1,NA,NA,1
29373,robert,menendez,robertmenendez,NJ,Senate,NA,D,01/05/1993,01/03/2019,BobMenendezNJ,,,,,,,1
21342,grace,meng,gracemeng,NY,House,6,D,01/03/2013,01/03/2019,repgracemeng,2,3239,0,0,2854,0.881,1
21342,grace,meng,gracemeng,NY,House,6,D,01/03/2013,01/03/2019,Grace4NY,,,,,,,1
40908,jeff,merkley,jeffmerkley,OR,Senate,NA,D,01/06/2009,01/03/2021,senjeffmerkley,7,4627,0,0,525,0.113,1
40908,jeff,merkley,jeffmerkley,OR,Senate,NA,D,01/06/2009,01/03/2021,JeffMerkley,,,,,,,1
21332,luke,messer,lukemesser,IN,House,6,R,01/03/2013,01/03/2019,replukemesser,7,1647,0,1,NA,NA,1
21332,luke,messer,lukemesser,IN,House,6,R,01/03/2013,01/03/2019,LukeMesserIN,,,,,,,1
29331,john,mica,johnmica,FL,House,NA,R,01/05/1993,01/03/2017,micaforcongress,6,159,0,0,146,0.918,1
29331,john,mica,johnmica,FL,House,NA,R,01/05/1993,01/03/2017,repjohnmica,1,0,1,0,NA,NA,1
20328,michael,michaud,michaelmichaud,ME,House,NA,D,01/07/2003,01/03/2015,mikehmichaud,5,761,0,0,536,0.704,1
20328,michael,michaud,michaelmichaud,ME,House,NA,D,01/07/2003,01/03/2015,Michaud2014,,,,,,,1
14440,barbara,mikulski,barbaramikulski,MD,Senate,NA,D,01/04/1977,01/03/2017,senatorbarb,4,4652,0,0,4089,0.879,0
14256,george,miller,georgemiller,CA,House,NA,D,1/14/1975,01/03/2015,askgeorge,4,2519,0,1,NA,NA,0
20331,candice,miller,candicemiller,MI,House,NA,R,01/07/2003,12/31/2016,candicemiller,2,875,0,0,627,0.717,0
29905,gary,miller,garymiller,CA,House,NA,R,01/06/1999,01/03/2015,garymillerca,5,836,0,0,671,0.803,1
29905,gary,miller,garymiller,CA,House,NA,R,01/06/1999,01/03/2015,RepGaryMiller,,,,,,,1
20341,brad,miller,bradmiller,NC,House,NA,D,01/07/2003,01/03/2013,repbradmiller,5,389,0,0,279,0.717,0
20110,jeff,miller,jeffmiller,FL,House,NA,R,10/23/2001,01/03/2017,repjeffmiller,6,424,0,0,187,0.441,0
NA,paul,mitchell,paulmitchell,MI,House,10,R,01/03/2017,01/03/2019,reppaulmitchell,5,151,0,0,97,0.642,0
NA,john,moolenaar,johnmoolenaar,MI,House,4,R,01/06/2015,01/03/2019,repmoolenaar,0,607,0,1,NA,NA,1
NA,john,moolenaar,johnmoolenaar,MI,House,4,R,01/06/2015,01/03/2019,JohnMoolenaar,,,,,,,1
NA,alex,mooney,alexmooney,WV,House,2,R,01/06/2015,01/03/2019,repalexmooney,7,960,0,1,NA,NA,1
NA,alex,mooney,alexmooney,WV,House,2,R,01/06/2015,01/03/2019,MooneyforWV,,,,,,,1
20537,gwen,moore,gwenmoore,WI,House,4,D,01/04/2005,01/03/2019,repgwenmoore,0,5127,0,1,NA,NA,1
20537,gwen,moore,gwenmoore,WI,House,4,D,01/04/2005,01/03/2019,Gwen4Congress,,,,,,,1
29722,jerry,moran,jerrymoran,KS,Senate,NA,R,01/07/1997,01/03/2023,jerrymoran,4,3903,0,0,3219,0.825,0
29149,james,moran,jamesmoran,VA,House,NA,D,01/03/1991,01/03/2015,jim_moran,0,1743,0,0,1428,0.819,0
NA,seth,moulton,sethmoulton,MA,House,6,D,01/06/2015,01/03/2019,sethmoulton,3,7640,0,1,NA,NA,1
NA,seth,moulton,sethmoulton,MA,House,6,D,01/06/2015,01/03/2019,teammoulton,,,,,,,1
21355,markwayne,mullin,markwaynemullin,OK,House,2,R,01/03/2013,01/03/2019,repmullin,1,1894,0,0,1624,0.857,1
21355,markwayne,mullin,markwaynemullin,OK,House,2,R,01/03/2013,01/03/2019,MarkwayneMullin,,,,,,,1
40300,lisa,murkowski,lisamurkowski,AK,Senate,NA,R,01/07/2003,01/03/2023,lisamurkowski,3,4355,1,1,NA,NA,1
40300,lisa,murkowski,lisamurkowski,AK,Senate,NA,R,01/07/2003,01/03/2023,LisaForSenate,,,,,,,1
20707,christopher,murphy,christophermurphy,CT,Senate,NA,D,01/04/2007,01/03/2019,chrismurphyct,3,13438,0,1,NA,NA,1
20707,christopher,murphy,christophermurphy,CT,Senate,NA,D,01/04/2007,01/03/2019,SenMurphyOffice,,,,,,,1
21319,patrick,murphy,patrickmurphy,FL,House,NA,D,01/03/2013,01/03/2017,patrickmurphyfl,7,2794,0,0,1983,0.71,0
NA,stephanie,murphy,stephaniemurphy,FL,House,7,D,01/03/2017,01/03/2019,repstephmurphy,1,309,0,0,185,0.599,1
NA,stephanie,murphy,stephaniemurphy,FL,House,7,D,01/03/2017,01/03/2019,SMurphyCongress,,,,,,,1
20346,tim,murphy,timmurphy,PA,House,18,R,01/07/2003,01/03/2019,reptimmurphy,7,4037,0,1,NA,NA,0
49308,patty,murray,pattymurray,WA,Senate,NA,D,01/05/1993,01/03/2023,pattymurray,5,10454,0,0,8113,0.776,1
49308,patty,murray,pattymurray,WA,Senate,NA,D,01/05/1993,01/03/2023,MurrayCampaign,,,,,,,1
29377,jerrold,nadler,jerroldnadler,NY,House,10,D,11/03/1992,01/03/2019,repjerrynadler,0,3003,0,0,488,0.163,1
29377,jerrold,nadler,jerroldnadler,NY,House,10,D,11/03/1992,01/03/2019,JerryNadler,,,,,,,1
29903,grace,napolitano,gracenapolitano,CA,House,32,D,01/06/1999,01/03/2019,gracenapolitano,4,1571,0,1,NA,NA,0
15616,richard,neal,richardneal,MA,House,1,D,01/03/1989,01/03/2019,reprichardneal,7,876,1,1,NA,NA,0
21310,gloria,negretemcleod,glorianegretemcleod,CA,House,NA,D,01/03/2013,01/03/2015,repmcleod,3,415,0,0,356,0.858,1
21310,gloria,negretemcleod,glorianegretemcleod,CA,House,NA,D,01/03/2013,01/03/2015,Negrete_McLeod,,,,,,,1
40103,ben,nelson,bennelson,NE,Senate,NA,D,01/03/2001,01/03/2013,bennelson2012,4,5,0,0,5,1,0
14651,bill,nelson,billnelson,FL,Senate,NA,D,1/15/1979,01/03/2019,senbillnelson,4,591,0,0,390,0.66,1
14651,bill,nelson,billnelson,FL,Senate,NA,D,1/15/1979,01/03/2019,NelsonForSenate,,,,,,,1
20353,randy,neugebauer,randyneugebauer,TX,House,NA,R,06/05/2003,01/03/2017,randyneugebauer,4,3818,0,0,3272,0.857,1
20353,randy,neugebauer,randyneugebauer,TX,House,NA,R,06/05/2003,01/03/2017,RandyforTexas,,,,,,,1
NA,dan,newhouse,dannewhouse,WA,House,4,R,01/06/2015,01/03/2019,repnewhouse,6,857,0,1,NA,NA,0
21177,kristi,noem,kristinoem,SD,House,0,R,01/05/2011,01/03/2019,repkristinoem,4,3990,0,1,NA,NA,1
21177,kristi,noem,kristinoem,SD,House,0,R,01/05/2011,01/03/2019,KristiNoem,,,,,,,1
14263,richard,nolan,richardnolan,MN,House,8,D,1/14/1975,01/03/2019,usrepricknolan,5,2203,0,0,1678,0.762,1
14263,richard,nolan,richardnolan,MN,House,8,D,1/14/1975,01/03/2019,RickNolanMN,,,,,,,1
NA,donald,norcross,donaldnorcross,NJ,House,1,D,11/12/2014,01/03/2019,donaldnorcross,3,5953,0,1,NA,NA,1
NA,donald,norcross,donaldnorcross,NJ,House,1,D,11/12/2014,01/03/2019,DonNorcross4NJ,,,,,,,1
,ralph,norman,ralphnorman,SC,House,5,R,,,RepRalphNorman,,,,,,,1
,ralph,norman,ralphnorman,SC,House,5,R,,,RalphNorman,,,,,,,1
21115,richard,nugent,richardnugent,FL,House,NA,R,01/05/2011,01/03/2017,reprichnugent,6,68,0,0,64,0.941,0
20307,devin,nunes,devinnunes,CA,House,22,R,01/07/2003,01/03/2019,repdevinnunes,1,138,1,1,NA,NA,1
20307,devin,nunes,devinnunes,CA,House,22,R,01/07/2003,01/03/2019,DevinNunes,,,,,,,1
20307,devin,nunes,devinnunes,CA,House,22,R,01/07/2003,01/03/2019,DevinGNunes,,,,,,,1
21147,alan,nunnelee,alannunnelee,MS,House,NA,R,01/05/2011,02/06/2015,alannunnelee,3,1,1,0,NA,NA,1
21147,alan,nunnelee,alannunnelee,MS,House,NA,R,01/05/2011,02/06/2015,Nunnelee2012,,,,,,,1
NA,tom,ohalleran,tomohalleran,AZ,House,1,D,01/03/2017,01/03/2019,repohalleran,7,411,0,0,250,0.608,1
NA,tom,ohalleran,tomohalleran,AZ,House,1,D,01/03/2017,01/03/2019,TomOHalleran,,,,,,,1
20948,pete,olson,peteolson,TX,House,22,R,01/06/2009,01/03/2019,reppeteolson,5,5274,0,0,4749,0.9,1
20948,pete,olson,peteolson,TX,House,22,R,01/06/2009,01/03/2019,PeteOlson,,,,,,,1
21361,beto,orourke,betoorourke,TX,House,16,D,01/03/2013,01/03/2019,repbetoorourke,6,3629,0,1,NA,NA,1
21361,beto,orourke,betoorourke,TX,House,16,D,01/03/2013,01/03/2019,BetoForCongress,,,,,,,1
21361,beto,orourke,betoorourke,TX,House,16,D,01/03/2013,01/03/2019,BetoORourke,,,,,,,1
20957,william,owens,williamowens,NY,House,NA,D,11/03/2009,01/03/2015,billowensny,6,1914,0,0,1588,0.83,0
21148,steven,palazzo,stevenpalazzo,MS,House,4,R,01/05/2011,01/03/2019,congpalazzo,4,2005,0,0,1522,0.759,1
21148,steven,palazzo,stevenpalazzo,MS,House,4,R,01/05/2011,01/03/2019,StevenPalazzo,,,,,,,1
15454,frank,pallone,frankpallone,NJ,House,6,D,01/06/1987,01/03/2019,frankpallone,7,8498,0,1,NA,NA,1
15454,frank,pallone,frankpallone,NJ,House,6,D,01/06/1987,01/03/2019,pallonefornj,,,,,,,1
NA,gary,palmer,garypalmer,AL,House,6,R,01/06/2015,01/03/2019,usrepgarypalmer,2,1591,0,1,NA,NA,1
NA,gary,palmer,garypalmer,AL,House,6,R,01/06/2015,01/03/2019,Palmer4Alabama,,,,,,,1
NA,jimmy,panetta,jimmypanetta,CA,House,20,D,01/03/2017,01/03/2019,repjimmypanetta,3,323,0,1,NA,NA,1
NA,jimmy,panetta,jimmypanetta,CA,House,20,D,01/03/2017,01/03/2019,JimmyPanetta,,,,,,,1
29741,bill,pascrell,billpascrell,NJ,House,9,D,01/07/1997,01/03/2019,billpascrell,2,1845,0,1,NA,NA,1
29741,bill,pascrell,billpascrell,NJ,House,9,D,01/07/1997,01/03/2019,PascrellforNJ,,,,,,,1
29101,ed,pastor,edpastor,AZ,House,NA,D,01/03/1991,01/03/2015,pastorforaz,4,114,0,1,NA,NA,0
41104,rand,paul,randpaul,KY,Senate,NA,R,01/05/2011,01/03/2023,randpaul,7,11064,1,1,NA,NA,1
41104,rand,paul,randpaul,KY,Senate,NA,R,01/05/2011,01/03/2023,DrRandPaul,,,,,,,1
14290,ronald,paul,ronaldpaul,TX,House,NA,R,1/14/1975,01/03/2013,ronpaul,5,3861,0,0,932,0.241,0
20924,erik,paulsen,erikpaulsen,MN,House,3,R,01/06/2009,01/03/2019,reperikpaulsen,1,4227,0,0,3575,0.846,1
20924,erik,paulsen,erikpaulsen,MN,House,3,R,01/06/2009,01/03/2019,Erik_Paulsen,,,,,,,1
15619,donald,payne,donaldpayne,NJ,House,NA,D,01/03/1989,03/06/2012,payne10thnj,2,12,0,1,NA,NA,1
31103,donald,payne,donaldpayne,NJ,House,10,D,11/15/2012,01/03/2019,repdonaldpayne,7,3737,0,1,NA,NA,1
31103,donald,payne,donaldpayne,NJ,House,10,D,11/15/2012,01/03/2019,DonaldPayneJr,,,,,,,1
20337,stevan,pearce,stevanpearce,NM,House,2,R,01/07/2003,01/03/2019,repstevepearce,0,3708,0,0,3265,0.881,1
20337,stevan,pearce,stevanpearce,NM,House,2,R,01/07/2003,01/03/2019,Pearce4NM,,,,,,,1
15448,nancy,pelosi,nancypelosi,CA,House,12,D,01/06/1987,01/03/2019,nancypelosi,6,5089,0,1,NA,NA,0
20117,mike,pence,mikepence,IN,House,NA,R,01/03/2001,01/03/2013,mike_pence,7,5255,0,1,NA,NA,0
NA,david,perdue,davidperdue,GA,Senate,NA,R,01/06/2015,01/03/2021,sendavidperdue,5,2244,1,1,NA,NA,1
NA,david,perdue,davidperdue,GA,Senate,NA,R,01/06/2015,01/03/2021,Perduesenate,,,,,,,1
20705,ed,perlmutter,edperlmutter,CO,House,7,D,01/04/2007,01/03/2019,repperlmutter,4,3206,0,0,2405,0.75,1
20705,ed,perlmutter,edperlmutter,CO,House,7,D,01/04/2007,01/03/2019,Ed4Colorado,,,,,,,1
21356,scott,perry,scottperry,PA,House,4,R,01/03/2013,01/03/2019,repscottperry,3,2877,0,1,NA,NA,1
21356,scott,perry,scottperry,PA,House,4,R,01/03/2013,01/03/2019,Perry4Congress,,,,,,,1
21315,scott,peters,scottpeters,CA,House,52,D,01/03/2013,01/03/2019,repscottpeters,5,6255,0,1,NA,NA,1
21315,scott,peters,scottpeters,CA,House,52,D,01/03/2013,01/03/2019,ScottPetersSD,,,,,,,1
20923,gary,peters,garypeters,MI,Senate,NA,D,01/06/2009,01/03/2021,sengarypeters,0,4046,1,1,NA,NA,1
20923,gary,peters,garypeters,MI,Senate,NA,D,01/06/2009,01/03/2021,Peters4Michigan,,,,,,,1
29127,collin,peterson,collinpeterson,MN,House,7,D,01/03/1991,01/03/2019,collinpeterson,3,80,0,0,49,0.612,0
20920,chellie,pingree,chelliepingree,ME,House,1,D,01/06/2009,01/03/2019,chelliepingree,0,2535,0,0,1741,0.687,0
21347,robert,pittenger,robertpittenger,NC,House,9,R,01/03/2013,01/03/2019,reppittenger,5,7629,0,1,NA,NA,1
21347,robert,pittenger,robertpittenger,NC,House,9,R,01/03/2013,01/03/2019,RobertPittenger,,,,,,,1
29752,joseph,pitts,josephpitts,PA,House,NA,R,01/07/1997,01/03/2017,joepitts4pa,1,208,1,0,NA,NA,0
21370,mark,pocan,markpocan,WI,House,2,D,01/03/2013,01/03/2019,repmarkpocan,2,3008,0,1,NA,NA,1
21370,mark,pocan,markpocan,WI,House,2,D,01/03/2013,01/03/2019,MarkPocan,,,,,,,1
20528,ted,poe,tedpoe,TX,House,2,R,01/04/2005,01/03/2019,judgetedpoe,0,3865,0,0,3433,0.888,0
NA,bruce,poliquin,brucepoliquin,ME,House,2,R,01/06/2015,01/03/2019,reppoliquin,1,1036,0,0,879,0.848,1
NA,bruce,poliquin,brucepoliquin,ME,House,2,R,01/06/2015,01/03/2019,BrucePoliquin,,,,,,,1
20904,jared,polis,jaredpolis,CO,House,2,D,01/06/2009,01/03/2019,jaredpolis,2,5385,0,1,NA,NA,1
20904,jared,polis,jaredpolis,CO,House,2,D,01/06/2009,01/03/2019,repjaredpolis,0,2182,1,0,1580,0.724,1
20904,jared,polis,jaredpolis,CO,House,2,D,01/06/2009,01/03/2019,PolisForCO,,,,,,,1
29386,robert,portman,robertportman,OH,Senate,NA,R,05/04/1993,01/03/2023,senrobportman,5,8941,0,1,NA,NA,1
29386,robert,portman,robertportman,OH,Senate,NA,R,05/04/1993,01/03/2023,robportman,,,,,,,1
20909,bill,posey,billposey,FL,House,8,R,01/06/2009,01/03/2019,congbillposey,7,1225,0,1,NA,NA,0
15438,david,price,davidprice,NC,House,4,D,01/06/1987,01/03/2019,repdavideprice,4,2658,0,1,NA,NA,1
15438,david,price,davidprice,NC,House,4,D,01/06/1987,01/03/2019,DPrice4Congress,,,,,,,1
20505,tom,price,tomprice,GA,House,NA,R,01/04/2005,02/10/2017,reptomprice,4,5340,0,0,4234,0.793,0
