icpsr,first,last,fullname,state,chamber,district,party,start,end,twitter,fold,num.tweets,done.handle.no.file,missing,tweets.svd,prop.tweets,has.alt
NA,ralph,abraham,ralphabraham,LA,House,5,R,01/06/2015,01/03/2019,repabraham,1,306,0,0,253,0.827,1
NA,ralph,abraham,ralphabraham,LA,House,5,R,01/06/2015,01/03/2019,abraham_ralph,,,,,,,1
15000,gary,ackerman,garyackerman,NY,House,NA,D,01/03/1983,01/03/2013,repgaryackerman,5,281,0,0,255,0.907,0
NA,alma,adams,almaadams,NC,House,12,D,11/12/2014,01/03/2019,repadams,0,2626,0,0,1838,0.7,1
NA,alma,adams,almaadams,NC,House,12,D,11/12/2014,01/03/2019,AlmaforCongress,,,,,,,1
21120,sandy,adams,sandyadams,FL,House,NA,R,01/05/2011,01/03/2013,repsandyadams,2,304,0,0,279,0.918,0
29701,robert,aderholt,robertaderholt,AL,House,4,R,01/07/1997,01/03/2019,robert_aderholt,5,1270,0,0,1126,0.887,0
NA,pete,aguilar,peteaguilar,CA,House,31,D,01/06/2015,01/03/2019,aguilarpete,0,722,0,0,52,0.072,1
NA,pete,aguilar,peteaguilar,CA,House,31,D,01/06/2015,01/03/2019,AguilarCampaign,,,,,,,1
NA,pete,aguilar,peteaguilar,CA,House,31,D,01/06/2015,01/03/2019,reppeteaguilar,2,978,0,0,777,0.794,1
14400,daniel,akaka,danielakaka,HI,Senate,NA,D,01/04/1977,01/03/2013,senatorakaka,0,388,0,0,322,0.83,0
20123,todd,akin,toddakin,MO,House,NA,R,01/03/2001,01/03/2013,toddakin,6,812,0,0,769,0.947,1
20123,todd,akin,toddakin,MO,House,NA,R,01/03/2001,01/03/2013,REPTODDAKlN,,,,,,,1
40304,lamar,alexander,lamaralexander,TN,Senate,NA,R,01/07/2003,01/03/2021,senalexander,7,3434,0,0,2456,0.715,1
40304,lamar,alexander,lamaralexander,TN,Senate,NA,R,01/07/2003,01/03/2021,LamarAlexander,,,,,,,1
NA,rick,allen,rickallen,GA,House,12,R,01/06/2015,01/03/2019,reprickallen,5,804,0,0,694,0.863,1
NA,rick,allen,rickallen,GA,House,12,R,01/06/2015,01/03/2019,rickallen,,,,,,,1
20743,jason,altmire,jasonaltmire,PA,House,NA,D,01/04/2007,01/03/2013,jasonaltmire,7,3532,0,1,NA,NA,0
21143,justin,amash,justinamash,MI,House,3,R,01/05/2011,01/03/2019,justinamash,0,13701,0,1,NA,NA,1
21143,justin,amash,justinamash,MI,House,3,R,01/05/2011,01/03/2019,teamamash,,,,,,,1
21143,justin,amash,justinamash,MI,House,3,R,01/05/2011,01/03/2019,amashoffice,,,,,,,1
21196,mark,amodei,markamodei,NV,House,2,R,9/13/2011,01/03/2019,markamodeinv2,5,1132,0,0,793,0.701,1
21196,mark,amodei,markamodei,NV,House,2,R,9/13/2011,01/03/2019,AmodeiForNevada,,,,,,,1
NA,jodey,arrington,jodeyarrington,TX,House,19,R,01/03/2017,01/03/2019,reparrington,4,208,0,0,104,0.5,1
,jodey,arrington,jodeyarrington,TX,House,19,R,01/03/2017,01/03/2019,JodeyArrington,,,,,,,1
NA,brad,ashford,bradashford,NE,House,NA,D,01/06/2015,01/03/2017,repbradashford,6,3660,0,0,3091,0.845,1
NA,brad,ashford,bradashford,NE,House,NA,D,01/06/2015,01/03/2017,BradAshford18,,,,,,,1
20940,steve,austria,steveaustria,OH,House,NA,R,01/06/2009,01/03/2013,steveaustria,2,358,0,0,264,0.737,0
41106,kelly,ayotte,kellyayotte,NH,Senate,NA,R,01/05/2011,01/03/2017,kellyayotte,7,9594,0,0,8494,0.885,1
41106,kelly,ayotte,kellyayotte,NH,Senate,NA,R,01/05/2011,01/03/2017,AyotteNH,,,,,,,1
NA,brian,babin,brianbabin,TX,House,36,R,01/06/2015,01/03/2019,repbrianbabin,3,1675,0,0,1183,0.706,0
29942,joe,baca,joebaca,CA,House,NA,D,11/06/1999,01/03/2013,repjoebaca,2,622,0,0,546,0.878,0
20728,michele,bachmann,michelebachmann,MN,House,NA,R,01/04/2007,01/03/2015,michelebachmann,4,4283,0,0,2466,0.576,1
20728,michele,bachmann,michelebachmann,MN,House,NA,R,01/04/2007,01/03/2015,TeamBachmann,,,,,,,1
29301,spencer,bachus,spencerbachus,AL,House,NA,R,01/05/1993,01/03/2015,bachusal06,1,532,0,0,485,0.912,0
NA,don,bacon,donbacon,NE,House,2,R,01/03/2017,01/03/2019,repdonbacon,3,317,0,0,188,0.593,1
,don,bacon,donbacon,NE,House,2,R,01/03/2017,01/03/2019,DonJBacon,,,,,,,1
29940,tammy,baldwin,tammybaldwin,WI,Senate,NA,D,01/06/1999,01/03/2019,senatorbaldwin,3,9454,0,0,7431,0.786,1
29940,tammy,baldwin,tammybaldwin,WI,Senate,NA,D,01/06/1999,01/03/2019,tammybaldwin,,,,,,,1
NA,jim,banks,jimbanks,IN,House,3,R,01/03/2017,01/03/2019,repjimbanks,4,333,0,0,237,0.712,1
,jim,banks,jimbanks,IN,House,3,R,01/03/2017,01/03/2019,Jim_Banks,,,,,,,1
21199,ron,barber,ronbarber,AZ,House,NA,D,06/12/2012,01/03/2015,repronbarber,2,1914,0,0,1640,0.857,1
21199,ron,barber,ronbarber,AZ,House,NA,D,06/12/2012,01/03/2015,RonBarberAZ,,,,,,,1
21171,lou,barletta,loubarletta,PA,House,11,R,01/05/2011,01/03/2019,reploubarletta,3,1850,0,0,1614,0.872,1
21171,lou,barletta,loubarletta,PA,House,11,R,01/05/2011,01/03/2019,louforsenate,,,,,,,1
21333,garland,barr,garlandbarr,KY,House,6,R,01/03/2013,01/03/2019,repandybarr,3,2435,0,0,1830,0.752,1
21333,garland,barr,garlandbarr,KY,House,6,R,01/03/2013,01/03/2019,barrforcongress,,,,,,,1
NA,nanette,barragan,nanettebarragan,CA,House,44,D,01/03/2017,01/03/2019,repbarragan,4,683,0,0,398,0.583,1
,nanette,barragan,nanettebarragan,CA,House,44,D,01/03/2017,01/03/2019,Nanette4CA,,,,,,,1
40707,john,barrasso,johnbarrasso,WY,Senate,NA,R,6/25/2007,01/03/2019,senjohnbarrasso,3,3409,0,0,2364,0.693,1
40707,john,barrasso,johnbarrasso,WY,Senate,NA,R,6/25/2007,01/03/2019,barrassoforwyo,,,,,,,1
20507,john,barrow,johnbarrow,GA,House,NA,D,01/04/2005,01/03/2015,barrow4ga,0,293,0,0,260,0.887,0
29356,roscoe,bartlett,roscoebartlett,MD,House,NA,R,01/05/1993,01/03/2013,roscoe_bartlett,4,192,0,0,173,0.901,0
15085,joe,barton,joebarton,TX,House,6,R,01/03/1985,01/03/2019,repjoebarton,2,1942,1,0,1567,0.807,0
29538,charles,bass,charlesbass,NH,House,NA,R,01/04/1995,01/03/2013,repcharlesbass,0,1601,0,1,NA,NA,0
21110,karen,bass,karenbass,CA,House,37,D,01/05/2011,01/03/2019,repkarenbass,6,3463,0,0,2954,0.853,1
21110,karen,bass,karenbass,CA,House,37,D,01/05/2011,01/03/2019,KarenBassTweets,,,,,,,1
14203,max,baucus,maxbaucus,MT,Senate,NA,D,1/14/1975,02/06/2014,maxbaucus,6,234,0,0,231,0.987,0
49901,evan,bayh,evanbayh,IN,Senate,NA,D,01/06/1999,01/03/2011,evanbayh,3,619,1,1,NA,NA,1
49901,evan,bayh,evanbayh,IN,Senate,NA,D,01/06/1999,01/03/2011,senevanbayh,6,207,0,0,37,0.179,1
21352,joyce,beatty,joycebeatty,OH,House,3,D,01/03/2013,01/03/2019,repbeatty,1,4838,0,0,3805,0.786,1
21352,joyce,beatty,joycebeatty,OH,House,3,D,01/03/2013,01/03/2019,JoyceBeatty,,,,,,,1
29316,xavier,becerra,xavierbecerra,CA,House,NA,D,01/05/1993,1/24/2017,agbecerra,2,3109,0,0,1356,0.436,1
29316,xavier,becerra,xavierbecerra,CA,House,NA,D,01/05/1993,1/24/2017,XavierBecerra,,,,,,,1
40900,mark,begich,markbegich,AK,Senate,NA,D,01/06/2009,01/03/2015,senatorbegich,1,2720,0,0,2494,0.917,1
40900,mark,begich,markbegich,AK,Senate,NA,D,01/06/2009,01/03/2015,MarkBegich,,,,,,,1
21141,dan,benishek,danbenishek,MI,House,NA,R,01/05/2011,01/03/2017,congressmandan,7,571,0,0,471,0.825,1
21141,dan,benishek,danbenishek,MI,House,NA,R,01/05/2011,01/03/2017,Benishek,,,,,,,1
40910,michael,bennet,michaelbennet,CO,Senate,NA,D,1/22/2009,01/03/2023,senbennetco,2,1582,0,0,1316,0.832,1
40910,michael,bennet,michaelbennet,CO,Senate,NA,D,1/22/2009,01/03/2023,BennetForCO,,,,,,,1
21336,kerry,bentivolio,kerrybentivolio,MI,House,NA,R,01/03/2013,01/03/2015,repkerryb,5,1106,0,1,NA,NA,1
21336,kerry,bentivolio,kerrybentivolio,MI,House,NA,R,01/03/2013,01/03/2015,KerryB4Congress,,,,,,,1
21304,ami,bera,amibera,CA,House,7,D,01/03/2013,01/03/2019,repbera,0,2417,0,0,2217,0.917,1
21304,ami,bera,amibera,CA,House,7,D,01/03/2013,01/03/2019,BeraForCongress,,,,,,,1
21160,rick,berg,rickberg,ND,House,NA,R,01/05/2011,01/03/2013,rickbergnd,7,276,0,0,265,0.96,0
NA,jack,bergman,jackbergman,MI,House,1,R,01/03/2017,01/03/2019,repjackbergman,3,260,0,0,164,0.631,1
NA,jack,bergman,jackbergman,MI,House,1,R,01/03/2017,01/03/2019,JackBergman_MI1,,,,,,,1
29922,shelley,berkley,shelleyberkley,NV,House,NA,D,01/06/1999,01/03/2013,repberkley,1,469,1,0,NA,NA,1
29922,shelley,berkley,shelleyberkley,NV,House,NA,D,01/06/1999,01/03/2013,Berkley4Senate,,,,,,,1
15005,howard,berman,howardberman,CA,House,NA,D,01/03/1983,01/03/2013,rephowardberman,4,158,1,0,NA,NA,1
15005,howard,berman,howardberman,CA,House,NA,D,01/03/1983,01/03/2013,HowardBerman,,,,,,,1
NA,donald,beyer,donaldbeyer,VA,House,8,D,01/06/2015,01/03/2019,repdonbeyer,2,6355,0,0,3774,0.594,1
NA,donald,beyer,donaldbeyer,VA,House,8,D,01/06/2015,01/03/2019,DonBeyerVA,,,,,,,1
14101,joseph,biden,josephbiden,DE,Senate,NA,D,01/03/1973,1/15/2009,joebiden,0,1230,1,0,NA,NA,0
29912,judy,biggert,judybiggert,IL,House,NA,R,01/06/1999,01/03/2013,judybiggert,1,903,1,0,NA,NA,0
NA,andy,biggs,andybiggs,AZ,House,5,R,01/03/2017,01/03/2019,andybiggs4az,7,637,0,1,NA,NA,1
,andy,biggs,andybiggs,AZ,House,5,R,01/03/2017,01/03/2019,RepAndyBiggsAZ,,,,,,,1
29508,brian,bilbray,brianbilbray,CA,House,NA,R,01/04/1995,01/03/2013,bilbrayca50,0,528,0,0,377,0.714,1
29508,brian,bilbray,brianbilbray,CA,House,NA,R,01/04/1995,01/03/2013,brianbilbray,,,,,,,1
20758,gus,bilirakis,gusbilirakis,FL,House,12,R,01/04/2007,01/03/2019,repgusbilirakis,3,5087,1,0,3888,0.764,1
20758,gus,bilirakis,gusbilirakis,FL,House,12,R,01/04/2007,01/03/2019,Bilirakis,,,,,,,1
NA,mike,bishop,mikebishop,MI,House,8,R,01/06/2015,01/03/2019,repmikebishop,3,1342,0,0,906,0.675,1
NA,mike,bishop,mikebishop,MI,House,8,R,01/06/2015,01/03/2019,ElectMikeBishop,,,,,,,1
NA,mike,bishop,mikebishop,MI,House,8,R,01/06/2015,01/03/2019,MikeBishopMI,,,,,,,1
20357,rob,bishop,robbishop,UT,House,1,R,01/07/2003,01/03/2019,reprobbishop,3,0,1,0,NA,NA,1
20357,rob,bishop,robbishop,UT,House,1,R,01/07/2003,01/03/2019,RobBishopUT,,,,,,,1
29339,sanford,bishop,sanfordbishop,GA,House,2,D,01/05/1993,01/03/2019,sanfordbishop,2,1626,0,0,1299,0.799,0
20338,timothy,bishop,timothybishop,NY,House,NA,D,01/07/2003,01/03/2015,timbishopny,0,1497,0,0,1031,0.689,9
21180,diane,black,dianeblack,TN,House,6,R,01/05/2011,01/03/2019,repdianeblack,1,4987,0,0,3070,0.616,1
21180,diane,black,dianeblack,TN,House,6,R,01/05/2011,01/03/2019,DianeBlackTN,,,,,,,1
20351,marsha,blackburn,marshablackburn,TN,House,7,R,01/07/2003,01/03/2019,marshablackburn,2,5270,0,0,4401,0.835,1
20351,marsha,blackburn,marshablackburn,TN,House,7,R,01/07/2003,01/03/2019,VoteMarsha,,,,,,,1
NA,rod,blum,rodblum,IA,House,1,R,01/06/2015,01/03/2019,reprodblum,1,1567,0,0,1081,0.69,1
NA,rod,blum,rodblum,IA,House,1,R,01/06/2015,01/03/2019,RodBlum,,,,,,,1
NA,rod,blum,rodblum,IA,House,1,R,01/06/2015,01/03/2019,BlumforCongress,,,,,,,1
29588,earl,blumenauer,earlblumenauer,OR,House,3,D,5/21/1996,01/03/2019,repblumenauer,6,2615,0,0,2328,0.89,0
41101,richard,blumenthal,richardblumenthal,CT,Senate,NA,D,01/05/2011,01/03/2023,senblumenthal,2,7686,0,0,6187,0.805,1
41101,richard,blumenthal,richardblumenthal,CT,Senate,NA,D,01/05/2011,01/03/2023,DickBlumenthal,,,,,,,1
29735,roy,blunt,royblunt,MO,Senate,NA,R,01/07/1997,01/03/2023,royblunt,4,8407,0,0,7329,0.872,0
NA,lisa,bluntrochester,lisabluntrochester,DE,House,0,D,01/03/2017,01/03/2019,repbrochester,1,88,1,0,60,0.682,1
,lisa,bluntrochester,lisabluntrochester,DE,House,0,D,01/03/2017,01/03/2019,RepLBR,,,,,,,1
29137,john,boehner,johnboehner,OH,House,NA,R,01/03/1991,10/31/2015,speakerboehner,6,22672,0,0,17763,0.783,0
21198,suzanne,bonamici,suzannebonamici,OR,House,1,D,02/07/2012,01/03/2019,repbonamici,3,1854,1,0,1329,0.717,0
29775,mary,bonomack,marybonomack,CA,House,NA,R,04/07/1998,01/03/2013,marybonousa,0,6484,0,0,1634,0.252,0
NA,cory,booker,corybooker,NJ,Senate,NA,D,10/31/2013,01/03/2021,corybooker,6,58987,0,0,21441,0.363,1
NA,cory,booker,corybooker,NJ,Senate,NA,D,10/31/2013,01/03/2021,SenBooker,,,,,,,1
20101,john,boozman,johnboozman,AR,Senate,NA,R,11/29/2001,01/03/2023,johnboozman,5,3055,0,0,2646,0.866,1
20101,john,boozman,johnboozman,AR,Senate,NA,R,11/29/2001,01/03/2023,Boozman4AR,,,,,,,1
20523,dan,boren,danboren,OK,House,NA,D,01/04/2005,01/03/2013,danboren,4,0,1,0,NA,NA,0
NA,mike,bost,mikebost,IL,House,12,R,01/06/2015,01/03/2019,repbost,2,813,0,0,605,0.744,1
NA,mike,bost,mikebost,IL,House,12,R,01/06/2015,01/03/2019,BostForCongress,,,,,,,1
NA,mike,bost,mikebost,IL,House,12,R,01/06/2015,01/03/2019,RepMikeBost,,,,,,,1
29721,leonard,boswell,leonardboswell,IA,House,NA,D,01/07/1997,01/03/2013,leonardboswell,1,185,0,0,116,0.627,0
15011,barbara,boxer,barbaraboxer,CA,Senate,NA,D,01/03/1983,01/03/2017,senatorboxer,2,2231,0,0,1807,0.81,1
15011,barbara,boxer,barbaraboxer,CA,Senate,NA,D,01/03/1983,01/03/2017,BarbaraBoxer,,,,,,,1
NA,brendan,boyle,brendanboyle,PA,House,13,D,01/06/2015,01/03/2019,repbrendanboyle,2,4378,0,0,2946,0.673,1
NA,brendan,boyle,brendanboyle,PA,House,13,D,01/06/2015,01/03/2019,CongBoyle,,,,,,,1
29777,robert,brady,robertbrady,PA,House,1,D,5/19/1998,01/03/2019,repbrady,0,662,1,0,516,0.779,0
29760,kevin,brady,kevinbrady,TX,House,8,R,01/07/1997,01/03/2019,repkevinbrady,1,10075,0,0,7439,0.738,1
29760,kevin,brady,kevinbrady,TX,House,8,R,01/07/1997,01/03/2019,bradyfortexas,,,,,,,1
20719,bruce,braley,brucebraley,IA,House,NA,D,01/04/2007,01/03/2015,brucebraley,2,6247,0,0,4441,0.711,0
NA,david,brat,davidbrat,VA,House,7,R,11/12/2014,01/03/2019,repdavebrat,1,1397,0,0,1056,0.756,1
NA,david,brat,davidbrat,VA,House,7,R,11/12/2014,01/03/2019,DaveBratVA7th,,,,,,,1
21354,jim,bridenstine,jimbridenstine,OK,House,1,R,01/03/2013,01/03/2019,repjbridenstine,1,1434,0,0,1236,0.862,1
21354,jim,bridenstine,jimbridenstine,OK,House,1,R,01/03/2013,01/03/2019,JimBridenstine,,,,,,,1
21193,mo,brooks,mobrooks,AL,House,5,R,01/05/2011,01/03/2019,repmobrooks,3,1153,0,0,958,0.831,1
21193,mo,brooks,mobrooks,AL,House,5,R,01/05/2011,01/03/2019,mobrooksforsen,,,,,,,1
21193,mo,brooks,mobrooks,AL,House,5,R,01/05/2011,01/03/2019,MoInTheHouse,,,,,,,1
21331,susan,brooks,susanbrooks,IN,House,5,R,01/03/2013,01/03/2019,susanwbrooks,5,3244,0,0,1415,0.436,1
21331,susan,brooks,susanbrooks,IN,House,5,R,01/03/2013,01/03/2019,SusanBrooksIN,,,,,,,1
20753,paul,broun,paulbroun,GA,House,NA,R,7/25/2007,01/03/2015,paulbrounforga,3,1261,0,0,623,0.494,1
20753,paul,broun,paulbroun,GA,House,NA,R,7/25/2007,01/03/2015,paulbrounmd,0,1592,0,0,930,0.584,1
NA,anthony,brown,anthonybrown,MD,House,4,D,01/03/2017,01/03/2019,anthonybrownmd4,1,1861,0,0,47,0.025,1
NA,anthony,brown,anthonybrown,MD,House,4,D,01/03/2017,01/03/2019,RepAnthonyBrown,,,,,,,1
40913,scott,brown,scottbrown,MA,Senate,NA,R,02/04/2010,01/03/2013,senscottbrown,1,4806,0,0,935,0.195,0
29389,sherrod,brown,sherrodbrown,OH,Senate,NA,D,01/05/1993,01/03/2019,sensherrodbrown,5,2864,0,0,2430,0.848,1
29389,sherrod,brown,sherrodbrown,OH,Senate,NA,D,01/05/1993,01/03/2019,SherrodBrown,,,,,,,1
29523,samuel,brownback,samuelbrownback,KS,Senate,NA,R,01/04/1995,01/03/2011,govsambrownback,6,3007,0,1,NA,NA,0
21308,julia,brownley,juliabrownley,CA,House,26,D,01/03/2013,01/03/2019,juliabrownley26,3,1278,1,0,1106,0.865,1
21308,julia,brownley,juliabrownley,CA,House,26,D,01/03/2013,01/03/2019,JuliaBrownley,,,,,,,1
20709,vern,buchanan,vernbuchanan,FL,House,16,R,01/04/2007,01/03/2019,vernbuchanan,3,2194,0,0,1655,0.754,0
NA,ken,buck,kenbuck,CO,House,4,R,01/06/2015,01/03/2019,repkenbuck,0,1061,0,0,954,0.899,1
NA,ken,buck,kenbuck,CO,House,4,R,01/06/2015,01/03/2019,BuckForColorado,,,,,,,1
21132,larry,bucshon,larrybucshon,IN,House,8,R,01/05/2011,01/03/2019,replarrybucshon,1,4596,0,0,3204,0.697,1
21132,larry,bucshon,larrybucshon,IN,House,8,R,01/05/2011,01/03/2019,DrLarryBucshon,,,,,,,1
NA,ted,budd,tedbudd,NC,House,13,R,01/03/2017,01/03/2019,reptedbudd,5,146,0,0,90,0.616,1
,ted,budd,tedbudd,NC,House,13,R,01/03/2017,01/03/2019,buddforcongress,,,,,,,1
21158,annmarie,buerkle,annmariebuerkle,NY,House,NA,R,01/05/2011,01/03/2013,annmbuerkle,4,88,1,1,NA,NA,0
20355,michael,burgess,michaelburgess,TX,House,26,R,01/07/2003,01/03/2019,michaelcburgess,6,4734,0,1,NA,NA,0
29548,richard,burr,richardburr,NC,Senate,NA,R,01/04/1995,01/03/2023,senatorburr,4,3069,1,0,2612,0.851,1
29548,richard,burr,richardburr,NC,Senate,NA,R,01/04/1995,01/03/2023,BurrForSenate,,,,,,,1
40903,roland,burris,rolandburris,IL,Senate,NA,D,1/15/2009,11/29/2010,rolandwburris,1,50,0,1,NA,NA,0
15014,dan,burton,danburton,IN,House,NA,R,01/03/1983,01/03/2013,danburton,6,232,0,1,NA,NA,0
21329,cheri,bustos,cheribustos,IL,House,17,D,01/03/2013,01/03/2019,repcheri,6,2312,0,0,1739,0.752,1
21329,cheri,bustos,cheribustos,IL,House,17,D,01/03/2013,01/03/2019,CheriBustos,,,,,,,1
20340,george,butterfield,georgebutterfield,NC,House,1,D,7/21/2004,01/03/2019,gkbutterfield,6,2951,0,0,2167,0.734,0
1366,robert,byrd,robertbyrd,WV,Senate,NA,D,01/03/1953,6/28/2010,robertbyrdnews,1,655,1,1,NA,NA,0
NA,bradley,byrne,bradleybyrne,AL,House,1,R,01/08/2014,01/03/2019,repbyrne,2,9030,0,0,7031,0.779,1
NA,bradley,byrne,bradleybyrne,AL,House,1,R,01/08/2014,01/03/2019,BradleyByrne,,,,,,,1
29323,ken,calvert,kencalvert,CA,House,42,R,01/05/1993,01/03/2019,kencalvert,1,3877,0,0,3382,0.872,1
29323,ken,calvert,kencalvert,CA,House,42,R,01/05/1993,01/03/2019,TeamCalvert,,,,,,,1
20539,john,campbell,johncampbell,CA,House,NA,R,12/07/2005,01/03/2015,repjohncampbell,0,73,0,0,1,0.014,0
21183,francisco,canseco,franciscocanseco,TX,House,NA,R,01/05/2011,01/03/2013,quicocanseco,7,55,1,1,NA,NA,0
20144,eric,cantor,ericcantor,VA,House,NA,R,01/03/2001,8/18/2014,ericcantor,7,7722,0,1,NA,NA,1
20144,eric,cantor,ericcantor,VA,House,NA,R,01/03/2001,8/18/2014,gopleader,3,8252,0,0,3707,0.449,1
39310,maria,cantwell,mariacantwell,WA,Senate,NA,D,01/05/1993,01/03/2019,senatorcantwell,7,3453,0,0,2961,0.858,1
39310,maria,cantwell,mariacantwell,WA,Senate,NA,D,01/05/1993,01/03/2019,MariaCantwell,,,,,,,1
20146,shelley,capito,shelleycapito,WV,Senate,NA,R,01/03/2001,01/03/2021,sencapito,5,4860,0,0,4457,0.917,1
20146,shelley,capito,shelleycapito,WV,Senate,NA,R,01/03/2001,01/03/2021,CapitoforWV,,,,,,,1
29774,lois,capps,loiscapps,CA,House,NA,D,03/10/1998,01/03/2017,reploiscapps,0,2769,0,0,2328,0.841,0
29919,michael,capuano,michaelcapuano,MA,House,7,D,01/06/1999,01/03/2019,repmikecapuano,0,138,1,0,126,0.913,1
29919,michael,capuano,michaelcapuano,MA,House,7,D,01/06/1999,01/03/2019,mikecapuano,,,,,,,1
NA,salud,carbajal,saludcarbajal,CA,House,24,D,01/03/2017,01/03/2019,repcarbajal,5,124,0,0,93,0.75,0
21309,tony,cardenas,tonycardenas,CA,House,29,D,01/03/2013,01/03/2019,repcardenas,6,6399,0,0,3656,0.571,0
15408,benjamin,cardin,benjamincardin,MD,Senate,NA,D,01/06/1987,01/03/2019,senatorcardin,6,7913,0,0,5688,0.719,1
15408,benjamin,cardin,benjamincardin,MD,Senate,NA,D,01/06/1987,01/03/2019,BenCardinforMD,,,,,,,1
20306,dennis,cardoza,denniscardoza,CA,House,NA,D,01/07/2003,8/15/2012,repcardoza,2,170,0,0,159,0.935,0
20516,russ,carnahan,russcarnahan,MO,House,NA,D,01/04/2005,01/03/2013,russcarnahan,2,586,0,1,NA,NA,0
21113,john,carney,johncarney,DE,House,NA,D,01/05/2011,01/03/2017,johncarneyde,7,1712,0,0,1423,0.831,0
15015,thomas,carper,thomascarper,DE,Senate,NA,D,01/03/1983,01/03/2019,senatorcarper,1,5611,0,0,4934,0.879,1
15015,thomas,carper,thomascarper,DE,Senate,NA,D,01/03/1983,01/03/2019,TomCarperforDE,,,,,,,1
20757,andre,carson,andrecarson,IN,House,7,D,3/13/2008,01/03/2019,repandrecarson,7,3071,0,0,2539,0.827,1
20757,andre,carson,andrecarson,IN,House,7,D,3/13/2008,01/03/2019,Andre4Congress,,,,,,,1
20356,john,carter,johncarter,TX,House,31,R,01/07/2003,01/03/2019,judgecarter,2,5240,0,0,4048,0.773,1
20356,john,carter,johncarter,TX,House,31,R,01/07/2003,01/03/2019,JudgeJohnCarter,,,,,,,1
NA,buddy,carter,buddycarter,GA,House,1,R,01/06/2015,01/03/2019,repbuddycarter,6,885,0,0,764,0.863,1
NA,buddy,carter,buddycarter,GA,House,1,R,01/06/2015,01/03/2019,Buddy_Carter,,,,,,,1
21358,matthew,cartwright,matthewcartwright,PA,House,17,D,01/03/2013,01/03/2019,repcartwright,4,1849,1,0,1256,0.679,1
21358,matthew,cartwright,matthewcartwright,PA,House,17,D,01/03/2013,01/03/2019,CartwrightPA,,,,,,,1
40703,robert,casey,robertcasey,PA,Senate,NA,D,01/04/2007,01/03/2019,senbobcasey,2,5183,0,0,3862,0.745,1
40703,robert,casey,robertcasey,PA,Senate,NA,D,01/04/2007,01/03/2019,Bob_Casey,,,,,,,1
20919,bill,cassidy,billcassidy,LA,Senate,NA,R,01/06/2009,01/03/2021,billcassidy,0,4423,0,0,3907,0.883,0
20708,kathy,castor,kathycastor,FL,House,14,D,01/04/2007,01/03/2019,usrepkcastor,1,3132,1,0,1874,0.598,1
20708,kathy,castor,kathycastor,FL,House,14,D,01/04/2007,01/03/2019,KathyCastorFL,,,,,,,1
21362,joaquin,castro,joaquincastro,TX,House,20,D,01/03/2013,01/03/2019,joaquincastrotx,7,7967,0,0,2483,0.312,1
21362,joaquin,castro,joaquincastro,TX,House,20,D,01/03/2013,01/03/2019,Castro4Congress,,,,,,,1
29550,steve,chabot,stevechabot,OH,House,1,R,01/04/1995,01/03/2019,repstevechabot,5,2875,0,0,1823,0.634,1
29550,steve,chabot,stevechabot,OH,House,1,R,01/04/1995,01/03/2019,SteveChabot,,,,,,,1
20949,jason,chaffetz,jasonchaffetz,UT,House,3,R,01/06/2009,01/03/2019,jasoninthehouse,3,7531,0,1,NA,NA,0
29512,saxby,chambliss,saxbychambliss,GA,Senate,NA,R,01/04/1995,01/03/2015,saxbychambliss,7,863,0,0,734,0.851,0
NA,liz,cheney,lizcheney,WY,House,0,R,01/03/2017,01/03/2019,replizcheney,1,65,0,0,43,0.662,1
,liz,cheney,lizcheney,WY,House,0,R,01/03/2017,01/03/2019,Liz_Cheney,,,,,,,1
NA,jeffrey,chiesa,jeffreychiesa,NJ,Senate,NA,R,06/10/2013,10/31/2013,chiesanews,7,31,0,1,NA,NA,0
20955,judy,chu,judychu,CA,House,27,D,7/16/2009,01/03/2019,repjudychu,7,3439,0,0,2720,0.791,1
20955,judy,chu,judychu,CA,House,27,D,7/16/2009,01/03/2019,JudyChuCampaign,,,,,,,1
21172,david,cicilline,davidcicilline,RI,House,1,D,01/05/2011,01/03/2019,davidcicilline,2,13536,0,1,NA,NA,1
21172,david,cicilline,davidcicilline,RI,House,1,D,01/05/2011,01/03/2019,RepCicilline,,,,,,,1
NA,katherine,clark,katherineclark,MA,House,5,D,12/12/2013,01/03/2019,repkclark,1,2897,0,0,2316,0.799,1
NA,katherine,clark,katherineclark,MA,House,5,D,12/12/2013,01/03/2019,KatherineClark,,,,,,,1
21145,hansen,clarke,hansenclarke,MI,House,NA,D,01/05/2011,01/03/2013,hansenclarke,5,805,0,0,351,0.436,0
20733,yvette,clarke,yvetteclarke,NY,House,9,D,01/04/2007,01/03/2019,repyvetteclarke,3,9363,0,0,4784,0.511,1
20733,yvette,clarke,yvetteclarke,NY,House,9,D,01/04/2007,01/03/2019,VoteYvette,,,,,,,1
NA,curtis,clawson,curtisclawson,FL,House,NA,R,6/24/2014,01/03/2017,repcurtclawson,7,1190,0,0,877,0.737,0
20147,lacy,clay,lacyclay,MO,House,1,D,01/03/2001,01/03/2019,lacyclaymo1,6,3868,1,0,2026,0.524,0
20517,emanuel,cleaver,emanuelcleaver,MO,House,5,D,01/04/2005,01/03/2019,repcleaver,0,4114,0,0,3321,0.807,1
20517,emanuel,cleaver,emanuelcleaver,MO,House,5,D,01/04/2005,01/03/2019,Vote4Cleaver,,,,,,,1
