handle,count,start_date,protected
LEETERRYNE,4077,2008-12-22 21:14:05,False
SenatorTester,5170,2012-03-05 20:13:29,False
jontester,3639,2008-09-26 19:59:20,False
BennieGThompson,2767,2009-10-14 20:47:03,False
CongressmanGT,7916,2009-01-14 04:54:58,False
RepThompson,10722,2011-05-23 14:58:06,False
MacTXPress,1359,2011-09-21 18:42:06,False
MacThornberry,239,2013-01-31 18:21:11,False
SenJohnThune,6177,2011-05-10 16:41:48,False
johnthune,492,2009-03-25 16:40:28,False
PatTiberi,3704,2012-10-29 15:02:02,False
TeamTiberi,416,2010-02-16 13:49:53,False
RepTierney,1776,2011-10-03 16:10:47,False
SenThomTillis,5215,2015-01-06 14:22:18,False
ThomTillis,3206,2009-02-27 21:49:53,False
RepTipton,3682,2011-01-25 20:01:25,False
ScottRTipton,725,2008-12-11 21:13:03,False
dinatitus,7537,2008-12-05 20:49:41,False
repdinatitus,12718,2010-03-11 21:05:31,False
RepPaulTonko,12516,2009-10-21 17:24:57,False
PaulTonko,4377,2010-06-09 19:04:08,False
SenToomey,5056,2010-11-29 22:32:09,False
PatToomey,3463,2009-03-23 18:48:49,False
NormaJTorres,8584,2011-01-10 06:30:14,False
Norma4Congress,1342,2014-03-24 19:45:00,False
EdTowns,472,2010-03-22 20:57:13,False
EdolphusTowns,2,2011-01-25 17:04:46,False
nikiinthehouse,22,2019-07-30 06:04:20,False
RepMikeTurner,3007,2009-06-26 21:15:07,False
MikeTurnerOH,436,2011-09-26 19:08:06,False
USRepBobTurner,390,2011-09-28 21:06:23,False
MarkUdall,3936,2007-08-11 19:18:18,False
SenatorTomUdall,7499,2009-07-28 06:10:29,False
tomudall,669,2008-03-13 16:08:46,False
RepFredUpton,7398,2010-03-18 17:34:35,False
UptonForAllOfUs,1239,2010-06-08 19:01:16,False
RepDavidValadao,1071,2013-01-28 16:19:14,False
dgvaladao,592,2009-04-30 14:37:10,False
ChrisVanHollen,5406,2008-12-15 15:00:29,False
VanHollenForMD,1082,2015-03-03 14:43:00,False
RepJuanVargas,2580,2013-03-11 19:04:01,False
juanf_vargas,4085,2011-07-08 23:02:29,False
RepVeasey,4725,2013-01-09 15:49:27,False
MarcVeasey,1672,2009-02-12 16:05:17,False
RepFilemonVela,1876,2013-01-12 16:24:06,False
FilemonVela,168,2012-08-29 21:33:28,False
NydiaVelazquez,8894,2010-07-08 18:18:20,False
ReElectNydia,3776,2016-04-16 00:06:17,False
RepVisclosky,1937,2010-09-22 21:24:46,False
TeamVisclosky,273,2015-07-17 17:33:01,False
DavidVitter,8375,2009-01-15 16:49:46,False
senatorvitter,0,2009-02-04 20:54:26,False
georgevoinovich,520,2012-01-04 15:36:05,False
RepAnnWagner,4050,2013-01-01 00:01:45,False
AnnLWagner,1727,2010-11-23 18:00:37,False
RepWalberg,5200,2011-01-13 20:26:26,False
repgregwalden,3310,2009-04-16 17:31:34,False
RepMarkWalker,6258,2015-01-07 16:20:28,False
Walker4NC,1490,2011-12-13 22:14:12,False
RepWalorski,5373,2013-01-06 15:41:40,False
jackiewalorski,3040,2008-04-27 23:31:05,False
JohnWalsh,242,2013-09-27 22:06:01,False
MimiWaltersCA,275,2014-02-05 00:25:07,False
RepTimWalz,3813,2013-03-12 20:27:45,False
Tim_Walz,2730,2009-10-28 02:36:26,False
MarkWarner,9920,2007-07-12 14:03:33,False
SenatorWarner,52,2009-02-01 16:11:28,False
SenWarren,5968,2012-11-25 15:14:27,False
DWStweets,10761,2010-02-20 17:35:01,False
RepDWStweets,5135,2013-02-01 20:31:25,False
MaxineWaters,1641,2015-04-14 15:17:01,False
RepMaxineWaters,3169,2009-04-30 15:17:45,False
RepBonnie,7443,2015-01-08 20:18:16,False
WaxmanClimate,808,2012-08-27 20:31:16,False
WaxmanHenry,97,2012-07-27 16:41:03,False
JimWebbUSA,1891,2014-08-19 22:21:32,False
TXRandy14,3306,2013-01-03 15:30:06,False
WeberforTexas,992,2011-09-14 21:07:08,False
RepWebster,3518,2011-04-13 13:47:05,False
WebsterCongress,847,2010-04-24 05:33:40,False
repweiner,481,2009-10-22 18:28:44,False
PeterWelch,2492,2013-05-07 16:10:47,False
RepBradWenstrup,5991,2012-03-08 16:25:14,False
bradwenstrup,1771,2011-06-09 03:16:15,False
AllenWest,15421,2011-01-12 19:27:31,False
RepWesterman,5561,2014-10-31 03:57:48,False
bruce_westerman,1308,2011-07-26 12:05:50,False
WestermanAR,2468,2013-07-14 04:16:49,False
Westmoreland_GA,4293,2010-04-26 17:19:38,False
SenWhitehouse,14449,2011-01-25 01:52:03,False
RepEdWhitfield,1066,2011-01-06 21:36:56,False
SenatorWicker,6331,2011-03-11 14:59:01,False
RogerWicker,3618,2007-12-30 05:22:57,False
RepRWilliams,5679,2013-01-10 19:21:22,False
RogerWilliamsTX,2214,2008-12-17 19:38:09,False
RepJoeWilson,3076,2011-02-18 15:18:45,False
RepWilson,14008,2011-01-04 17:08:09,False
RobWittman,6622,2008-07-08 18:25:49,False
ReElectWittman,818,2009-06-10 18:23:29,False
RepWOLFPress,350,2011-01-12 20:12:13,False
rep_stevewomack,8224,2011-01-05 18:53:03,False
womack4congress,678,2010-02-09 07:30:30,False
RepRobWoodall,1407,2014-03-10 21:01:47,False
RepLynnWoolsey,0,2015-11-29 08:45:26,False
lynnwoolsey,199,2009-04-27 14:45:20,False
DavidWu2010,28,2010-09-15 01:01:40,False
RonWyden,10050,2011-02-10 16:08:15,False
WydenForOregon,283,2010-03-11 17:33:48,False
RepJohnYarmuth,4397,2011-10-04 15:07:38,False
kevinyoder,11,2011-02-16 00:04:41,False
RepTedYoho,1928,2013-01-08 20:25:18,False
TedYoho,1405,2011-03-29 21:17:43,False
RepDavidYoung,4770,2011-06-09 21:48:45,False
YoungForIowa,2595,2013-05-26 05:20:13,False
repdonyoung,2079,2009-05-01 18:31:38,False
DonYoungAK,472,2014-06-10 16:58:46,False
SenToddYoung,6294,2011-01-04 22:35:16,False
ToddYoungIN,6151,2009-07-25 03:36:56,False
RepLeeZeldin,3636,2014-08-20 19:25:47,False
leezeldin,6111,2008-08-16 17:35:57,False
RepRyanZinke,1187,2014-12-31 17:32:01,False
RyanZinke,1582,2013-09-26 02:31:43,False
RepKirkpatrick,1913,2019-01-04 17:24:57,False
gregstantonaz,7316,2010-11-21 23:15:19,False
RepJoshHarder,1500,2019-01-03 15:39:30,False
RepTjCox,1601,2019-01-03 17:17:54,False
TJCoxCongress,1006,2017-07-06 06:07:55,False
RepKatieHill,1271,2018-11-29 22:42:02,False
KatieHill4CA,4547,2017-03-07 21:28:29,False
RepGilCisneros,2100,2019-01-04 00:36:00,False
GilCisnerosCA,2049,2017-06-19 20:07:49,False
RepKatiePorter,1299,2019-01-04 16:16:27,False
katieporteroc,3029,2012-06-24 16:29:31,False
HarleyRouda,7676,2009-03-31 02:12:52,False
RepMikeLevin,1423,2018-12-10 14:21:12,False
RepJoeNeguse,2909,2018-12-28 20:29:29,False
JoeNeguse,1345,2013-06-24 03:30:41,False
RepJasonCrow,1625,2019-01-01 19:59:44,False
JasonCrowCO6,1463,2017-04-10 16:49:51,False
JahanaHayesCT,1249,2018-05-02 16:48:13,False
JahanaHayes,726,2016-01-12 23:34:41,False
RepJahanaHayes,1941,2019-01-07 01:26:40,False
michaelgwaltz,4742,2012-09-19 16:23:47,False
RossSpano,863,2012-06-11 16:04:50,False
gregsteube,762,2009-02-25 21:52:12,False
DebbieforFL,2747,2016-07-04 19:21:41,False
DonnaShalala,1365,2016-05-31 18:58:08,False
RepShalala,2365,2018-11-08 17:28:17,False
lucymcbath,1451,2018-01-01 22:22:33,False
RepEdCase,869,2019-01-05 00:44:02,False
EdCaseHawaii,1356,2009-02-24 07:42:14,False
RepRussFulcher,693,2018-12-28 19:58:05,False
RussFulcher,671,2010-07-31 00:59:35,False
RepChuyGarcia,2618,2019-01-08 00:04:27,False
ChuyForCongress,2262,2014-10-28 02:20:00,False
SeanCasten,12846,2009-08-18 21:17:08,False
RepUnderwood,1360,2019-01-02 19:00:52,False
LaurenUnderwood,2054,2017-06-06 18:20:00,False
GregPenceIN,602,2017-07-26 02:39:58,False
RepFinkenauer,628,2019-01-04 18:29:24,False
Abby4Iowa,2760,2013-03-12 13:51:32,False
RepCindyAxne,1245,2019-01-03 16:38:10,False
Axne4Congress,1080,2017-05-24 21:39:18,False
Steve4Kansas,525,2010-04-03 18:06:36,False
Rep_Watkins,851,2019-01-02 03:38:10,False
sharicedavids,1822,2018-01-10 04:48:41,False
RepDavids,1171,2019-01-02 17:28:11,False
RepGolden,716,2019-01-03 18:20:30,False
golden4congress,423,2017-08-24 00:35:03,False
RepDavidTrone,1953,2019-01-02 21:15:37,False
davidjtrone,1483,2016-01-27 01:12:55,False
RepLoriTrahan,3904,2018-12-31 18:12:28,False
latrahan,415,2008-12-01 15:27:16,False
RepPressley,2567,2019-01-02 21:58:51,False
AyannaPressley,21971,2009-04-14 01:06:07,False
RepSlotkin,933,2018-12-27 21:25:10,False
ElissaSlotkin,763,2017-05-05 17:33:05,False
Andy_Levin,1361,2009-02-17 03:45:20,False
RepAndyLevin,1336,2019-01-02 01:39:39,False
HaleyLive,12994,2011-10-15 15:40:39,False
RepHaleyStevens,2142,2018-12-21 17:04:56,False
RashidaTlaib,14069,2011-12-12 23:07:37,False
RepRashida,924,2018-12-31 16:01:33,False
JimHagedornMN,2035,2013-09-04 20:04:14,False
RepAngieCraig,1674,2019-01-01 22:00:55,False
AngieCraigMN,2034,2011-11-14 00:01:21,False
deanbphillips,899,2009-05-14 01:32:09,False
RepDeanPhillips,1507,2018-11-10 17:30:23,False
IlhanMN,15483,2012-08-27 04:21:41,False
Ilhan,2328,2019-01-07 17:53:13,False
PeteStauber,1283,2017-07-06 21:06:11,False
RepPeteStauber,712,2018-12-20 19:09:37,False
GuestCongress,610,2018-01-17 22:03:38,False
RepMichaelGuest,732,2019-01-04 17:38:26,False
SusieLeeNV,2690,2012-06-08 15:21:57,False
RepSusieLee,3665,2018-12-29 17:08:23,False
RepChrisPappas,1521,2018-11-28 11:54:50,False
ChrisPappasNH,3112,2012-05-08 19:11:57,False
VanDrewForNJ,375,2017-11-29 06:26:51,False
CongressmanJVD,515,2019-01-10 21:02:14,False
AndyKimNJ,1523,2009-03-13 17:54:05,False
Malinowski,2786,2016-12-20 15:58:49,False
MikieSherrill,2062,2013-07-08 14:13:48,False
RepSherrill,1622,2019-01-02 21:01:06,False
Deb4CongressNM,12148,2011-04-23 02:39:36,False
XochforCongress,338,2011-12-04 02:33:05,False
RepTorresSmall,743,2019-01-03 14:16:50,False
MaxRose4NY,2842,2017-08-01 21:06:00,False
RepMaxRose,1252,2018-12-28 16:40:02,False
AOC,10684,2010-04-28 22:38:40,False
repdelgado,2140,2019-01-02 15:27:18,False
DelgadoforNY19,4515,2017-02-07 20:18:33,False
ABrindisiNY,4866,2012-10-31 00:54:36,False
RepBrindisi,1866,2019-01-04 00:04:52,False
Armstrong_ND,319,2018-02-17 22:56:27,False
RepArmstrongND,1972,2019-01-02 17:27:12,False
RepAGonzalez,823,2018-10-22 14:39:37,False
anthonygonzalez,943,2017-08-22 16:03:06,False
RepKendraHorn,881,2019-01-09 15:15:21,False
HornForCongress,1006,2017-06-30 18:06:42,False
HoulahanForPa,966,2017-03-29 14:48:00,False
RepHoulahan,1578,2018-10-18 12:18:11,False
Meuser4Congress,429,2017-08-31 20:31:45,False
RepMeuser,805,2019-01-02 21:21:21,False
JohnJoyceForPA,172,2018-03-01 21:46:52,False
RepJohnJoyce,871,2019-01-07 16:24:21,False
reschenthaler,728,2012-01-28 23:48:42,False
GReschenthaler,1849,2015-11-16 22:15:01,False
JoeCunninghamSC,2220,2017-02-01 00:33:15,False
RepCunningham,1237,2019-01-01 20:26:50,False
RepTimmons,544,2018-12-31 16:06:47,False
VoteTimmons,190,2018-01-31 01:21:59,False
DustyJohnson,1105,2010-05-05 18:45:58,False
timburchett,18910,2011-08-12 20:08:19,False
RepTimBurchett,671,2018-08-13 04:04:35,False
JohnRoseforTN,1334,2017-08-08 15:18:42,False
RepJohnRose,457,2019-01-04 22:11:59,False
DrMarkGreen4TN,1499,2009-11-29 14:42:35,False
RepMarkGreen,1798,2019-01-02 14:53:54,False
DanCrenshawTX,1639,2017-11-14 21:46:32,False
RepDanCrenshaw,861,2019-01-03 18:33:28,False
VanTaylorTX,5374,2009-02-25 02:34:41,False
RepVanTaylor,527,2018-12-18 14:48:37,False
Lancegooden,483,2018-08-13 19:56:08,False
ron4congress,89,2018-01-12 21:36:46,False
RepRonWright,902,2019-01-03 15:54:32,False
Lizzie4Congress,1442,2017-04-25 23:10:51,False
RepEscobar,4047,2018-12-19 22:26:42,False
vgescobar,9596,2009-05-10 00:30:04,False
chiproytx,34693,2013-03-10 18:36:29,False
RepChipRoy,2769,2019-01-09 00:06:11,False
LaCongresista,15705,2009-05-16 22:43:33,False
RepSylviaGarcia,3397,2019-01-02 22:10:54,False
ColinAllredTX,2976,2011-08-02 02:56:31,False
RepColinAllred,1314,2018-12-27 18:21:10,False
BenMcAdams,1646,2009-06-18 05:15:10,False
ElaineLuriaVA,1628,2018-01-07 21:06:23,False
RepElaineLuria,2040,2019-01-02 02:39:41,False
Denver4VA,1548,2017-01-09 17:20:10,False
RepRiggleman,1589,2019-01-02 16:40:09,False
RepBenCline,735,2018-12-10 15:57:26,False
Cline4Virginia,1132,2009-05-15 15:37:07,False
SpanbergerVA07,4367,2017-07-06 13:45:00,False
RepSpanberger,2453,2018-12-28 21:55:19,False
JenniferWexton,3704,2013-11-24 18:38:14,False
RepWexton,2345,2018-07-13 17:15:12,False
DrKimSchrier,772,2017-05-10 19:44:53,False
RepKimSchrier,733,2019-01-02 13:55:16,False
CarolMillerWV,411,2012-09-23 16:26:12,False
RepCarolMiller,799,2019-01-04 22:37:26,False
RepBryanSteil,1740,2018-12-19 01:46:28,False
RepHarley,1084,2018-12-18 17:29:52,False
RepGregStanton,795,2019-01-03 17:54:19,False
RepMichaelWaltz,2732,2019-01-07 23:20:25,False
RepRossSpano,1039,2019-01-29 19:18:02,False
RepGregSteube,807,2019-01-09 22:17:33,False
RepDMP,4033,2019-01-03 21:36:46,False
RepLucyMcBath,778,2019-01-07 20:56:25,False
RepCasten,1917,2019-01-10 21:14:57,False
RepJimBaird,377,2019-01-18 17:36:49,False
RepGregPence,823,2019-01-07 20:12:27,False
RepHagedorn,1061,2019-01-10 21:24:53,False
RepAndyKimNJ,1324,2018-12-28 21:57:06,False
RepMalinowski,643,2019-01-03 18:45:46,False
RepDebHaaland,3355,2019-01-03 05:21:40,False
RepBenMcAdams,4638,2010-09-28 23:18:15,False
RepDean,3415,2012-04-30 20:07:23,False
RepAOC,267,2018-12-29 19:59:11,False
