"","icpsr","FECcommittee","first","last","fullname","state","chamber","district","party","start","end","twitter","fold","num.tweets","done.handle.no.file","missing","tweets.svd","prop.tweets","has.alt","multiple.dist","alt.dist","dup.account","ï..Numeric.counter.for.order.in.THOMAS.data.from.93rd...110th.Congresses","Legislator.name..as.given.in.THOMAS","Congress.number","Year.at.start.of.Congress","Two.letter.state.code","Congressional.district.number","X1...Democrat","Year.first.elected.to.House","X1...female","Percent.vote.received.to.enter.this.Congress","First.dimension.DW.NOMINATE.score","Size.of.House.delegation.from.member.s.state","X1..Speaker","X1...Chair.of.subcommittee..according.to.Almanac.of.American.Politics.and.Adler.W","Number.of.substantively.significant.bills.sponsored","Number.of.substantively.significant.bills.with.action.in.committee","Number.of.substantively.significant.bills.with.action.beyond.committee","Number.of.substantively.significant.bills.passed.House","Number.of.substantively.significant.bills.became.law","Number.of.substantive.bills.sponsored","Number.of.substantive.bills.with.action.in.committee","Number.of.substantive.bills.with.action.beyond.committee","Number.of.substantive.bills.passed.House","Number.of.substantive.bills.became.law","Number.of.commemorative.bills.sponsored","Number.of.commemorative.bills.with.action.in.committee","Number.of.commemorative.bills.with.action.beyond.committee","Number.of.commemorative.bills.passed.House","Number.of.commemorative.bills.became.law","X1...African.American","X1...Latino.a","votepct.squared","X1...Member.of.Appropriation..Rules..or.Ways.and.Means","X1...Chair..of.standing.committee.or.intellgence.homeland.sec.according.to.Stewar","X1...served.in.state.legislature","state_leg...state.legislature.professionalism","X1...majority.party.member","X1...Majority.party.leadership","X1...Minority.party.leadership","Absolute.distance.from.floor.median..DW.NOMINATE.","Absolute.distance.from.majority.party.median..DW.NOMINATE.","Total.bills.sponsored","Total.bills.with.action.in.committee","Total.bills.with.action.beyond.committee","Total.bills.passed.House","Total.bills.became.law","Legislative.Effectiveness.Score..1.5.10.","Lagged.LES","Seniority..number.of.terms.served.counting.current","benchmark","X1...Below..2...Meets..3...Exceeds","TotalInParty","RankInParty"
"410",21351,"C00497818","brad","wenstrup","bradwenstrup","OH","House",2,"R","1/3/2013","1/3/2019","bradwenstrup",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10240,"Wenstrup, Brad",115,2017,"OH",2,0,2012,0,66,0.578999996,16,0,0,0,0,0,0,0,12,6,5,3,0,1,0,0,0,0,0,0,4356,1,0,0,0,1,0,0,0.306499988,0.080999993,13,6,5,3,0,1.230569243,1.311501265,3,1.127987385,2,245,109
"411",21352,"C00507368","joyce","beatty","joycebeatty","OH","House",3,"D","1/3/2013","1/3/2019","repbeatty",1,4838,0,0,3805,0.786,1,NA,NA,NA,9823,"Beatty, Joyce",115,2017,"OH",3,1,2012,1,69,-0.428000003,16,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,1,0,4761,0,0,1,0.30399999,0,0,0,0.700500011,0.925999999,12,0,0,0,0,0.137940899,0.427502811,3,0.537361205,1,203,168
"412",21352,"C00507368","joyce","beatty","joycebeatty","OH","House",3,"D","1/3/2013","1/3/2019","JoyceBeatty",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9823,"Beatty, Joyce",115,2017,"OH",3,1,2012,1,69,-0.428000003,16,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,1,0,4761,0,0,1,0.30399999,0,0,0,0.700500011,0.925999999,12,0,0,0,0,0.137940899,0.427502811,3,0.537361205,1,203,168
"413",21353,"C00527457","david","joyce","davidjoyce","OH","House",14,"R","1/3/2013","1/3/2019","repdavejoyce",6,3074,0,0,2646,0.861,1,NA,NA,NA,10012,"Joyce, David",115,2017,"OH",14,0,2012,0,63,0.252999991,16,0,0,0,0,0,0,0,8,1,1,1,0,0,0,0,0,0,0,0,3969,1,0,0,0,1,0,0,0.01950001,0.245000005,8,1,1,1,0,0.337009579,0.338556021,3,1.127987385,1,245,219
"414",21353,"C00527457","david","joyce","davidjoyce","OH","House",14,"R","1/3/2013","1/3/2019","DaveJoyceOH14",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10012,"Joyce, David",115,2017,"OH",14,0,2012,0,63,0.252999991,16,0,0,0,0,0,0,0,8,1,1,1,0,0,0,0,0,0,0,0,3969,1,0,0,0,1,0,0,0.01950001,0.245000005,8,1,1,1,0,0.337009579,0.338556021,3,1.127987385,1,245,219
"415",21354,"C00502393","jim","bridenstine","jimbridenstine","OK","House",1,"R","1/3/2013","1/3/2019","JimBridenstine",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9844,"Bridenstine, Jim",115,2017,"OK",1,0,2012,0,100,0.68900001,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,1,0,0,0.416500002,0.191000015,0,0,0,0,0,0,0.290791154,3,1.343341947,1,245,245
"416",21354,"C00502393","jim","bridenstine","jimbridenstine","OK","House",1,"R","1/3/2013","1/3/2019","repjbridenstine",1,1434,0,0,1236,0.862,1,NA,NA,NA,9844,"Bridenstine, Jim",115,2017,"OK",1,0,2012,0,100,0.68900001,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,1,0,0,0.416500002,0.191000015,0,0,0,0,0,0,0.290791154,3,1.343341947,1,245,245
"417",21355,"C00498345","markwayne","mullin","markwaynemullin","OK","House",2,"R","1/3/2013","1/3/2019","repmullin",1,1894,0,0,1624,0.857,1,NA,NA,NA,10095,"Mullin, Markwayne",115,2017,"OK",2,0,2012,0,71,0.505999982,5,0,0,1,1,1,1,0,21,2,2,2,1,0,0,0,0,0,0,0,5041,0,0,0,0,1,0,0,0.233499989,0.007999983,22,3,3,3,1,1.640433311,2.387691498,3,1.127987385,2,245,74
"418",21355,"C00498345","markwayne","mullin","markwaynemullin","OK","House",2,"R","1/3/2013","1/3/2019","MarkwayneMullin",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10095,"Mullin, Markwayne",115,2017,"OK",2,0,2012,0,71,0.505999982,5,0,0,1,1,1,1,0,21,2,2,2,1,0,0,0,0,0,0,0,5041,0,0,0,0,1,0,0,0.233499989,0.007999983,22,3,3,3,1,1.640433311,2.387691498,3,1.127987385,2,245,74
"419",21356,"C00510164","scott","perry","scottperry","PA","House",4,"R","1/3/2013","1/3/2019","Perry4Congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10121,"Perry, Scott",115,2017,"PA",4,0,2012,0,66,0.665000021,18,0,1,0,0,0,0,0,17,5,6,4,1,0,0,0,0,0,0,0,4356,0,0,1,0.335999995,1,0,0,0.392500013,0.167000026,17,5,6,4,1,1.77832365,0.786969423,3,1.343341947,2,245,65
"420",21356,"C00510164","scott","perry","scottperry","PA","House",4,"R","1/3/2013","1/3/2019","repscottperry",3,2877,0,1,NA,NA,1,NA,NA,NA,10121,"Perry, Scott",115,2017,"PA",4,0,2012,0,66,0.665000021,18,0,1,0,0,0,0,0,17,5,6,4,1,0,0,0,0,0,0,0,4356,0,0,1,0.335999995,1,0,0,0.392500013,0.167000026,17,5,6,4,1,1.77832365,0.786969423,3,1.343341947,2,245,65
"421",21357,"C00497115","keith","rothfus","keithrothfus","PA","House",12,"R","1/3/2013","1/3/2019","keithrothfus",2,3782,0,1,NA,NA,0,NA,NA,NA,10155,"Rothfus, Keith",115,2017,"PA",12,0,2012,0,62,0.497999996,18,0,0,0,0,0,0,0,17,7,8,5,0,0,0,0,0,0,0,0,3844,0,0,0,0,1,0,0,0.225500003,4.05e-09,17,7,8,5,0,1.757728219,0.61561501,3,1.127987385,3,245,66
"422",21358,"C00509968","matthew","cartwright","matthewcartwright","PA","House",17,"D","1/3/2013","1/3/2019","repcartwright",4,1849,1,0,1256,0.679,1,NA,NA,NA,9864,"Cartwright, Matt",115,2017,"PA",17,1,2012,0,54,-0.370000005,18,0,0,0,0,0,0,0,64,5,4,2,1,0,0,0,0,0,0,0,2916,1,0,0,0,0,0,0,0.642499983,0.868000031,64,5,4,2,1,2.033305883,1.952399611,3,0.537361205,3,203,4
"423",21358,"C00509968","matthew","cartwright","matthewcartwright","PA","House",17,"D","1/3/2013","1/3/2019","CartwrightPA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9864,"Cartwright, Matt",115,2017,"PA",17,1,2012,0,54,-0.370000005,18,0,0,0,0,0,0,0,64,5,4,2,1,0,0,0,0,0,0,0,2916,1,0,0,0,0,0,0,0.642499983,0.868000031,64,5,4,2,1,2.033305883,1.952399611,3,0.537361205,3,203,4
"424",21359,"C00506048","tom","rice","tomrice","SC","House",7,"R","1/3/2013","1/3/2019","reptomrice",6,898,0,1,NA,NA,0,NA,NA,NA,10141,"Rice, Tom",115,2017,"SC",7,0,2012,0,61,0.578000009,7,0,0,0,0,0,0,0,11,1,1,1,1,0,0,0,0,0,0,0,3721,1,0,0,0,1,0,0,0.305500001,0.080000006,11,1,1,1,1,0.777198374,0.290791154,3,1.127987385,2,245,164
"425",21360,"C00502229","randy","weber","randyweber","TX","House",14,"R","1/3/2013","1/3/2019","WeberforTexas",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10237,"Weber, Randy",115,2017,"TX",14,0,2012,0,62,0.697000027,36,0,1,0,0,0,0,0,9,2,2,2,0,0,0,0,0,0,0,0,3844,0,0,1,0.209999993,1,0,0,0.424500018,0.199000031,9,2,2,2,0,0.587806106,0.462145597,3,1.343341947,1,245,192
"426",21360,"C00502229","randy","weber","randyweber","TX","House",14,"R","1/3/2013","1/3/2019","txrandy14",3,2131,1,1,NA,NA,1,NA,NA,NA,10237,"Weber, Randy",115,2017,"TX",14,0,2012,0,62,0.697000027,36,0,1,0,0,0,0,0,9,2,2,2,0,0,0,0,0,0,0,0,3844,0,0,1,0.209999993,1,0,0,0.424500018,0.199000031,9,2,2,2,0,0.587806106,0.462145597,3,1.343341947,1,245,192
"427",21361,"C00501197","beto","orourke","betoorourke","TX","House",16,"D","1/3/2013","1/3/2019","BetoForCongress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10110,"O'Rourke, Beto",115,2017,"TX",16,1,2012,0,100,-0.30399999,36,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0.576499999,0.801999986,25,2,0,0,0,0.460987657,1.008000255,3,0.537361205,2,203,102
"428",21361,"C00501197","beto","orourke","betoorourke","TX","House",16,"D","1/3/2013","1/3/2019","repbetoorourke",6,3629,0,1,NA,NA,1,NA,NA,NA,10110,"O'Rourke, Beto",115,2017,"TX",16,1,2012,0,100,-0.30399999,36,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0.576499999,0.801999986,25,2,0,0,0,0.460987657,1.008000255,3,0.537361205,2,203,102
"429",21361,"C00501197","beto","orourke","betoorourke","TX","House",16,"D","1/3/2013","1/3/2019","BetoORourke",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10110,"O'Rourke, Beto",115,2017,"TX",16,1,2012,0,100,-0.30399999,36,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0.576499999,0.801999986,25,2,0,0,0,0.460987657,1.008000255,3,0.537361205,2,203,102
"430",21362,"C00497933","joaquin","castro","joaquincastro","TX","House",20,"D","1/3/2013","1/3/2019","Castro4Congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9866,"Castro, Joaquin",115,2017,"TX",20,1,2012,0,100,-0.393999994,36,0,0,0,0,0,0,0,13,2,2,2,0,0,0,0,0,0,0,1,10000,0,0,1,0.209999993,0,0,0,0.666499972,0.89200002,13,2,2,2,0,0.637070715,0.732040763,3,0.537361205,2,203,78
"431",21362,"C00497933","joaquin","castro","joaquincastro","TX","House",20,"D","1/3/2013","1/3/2019","joaquincastrotx",7,7967,0,0,2483,0.312,1,NA,NA,NA,9866,"Castro, Joaquin",115,2017,"TX",20,1,2012,0,100,-0.393999994,36,0,0,0,0,0,0,0,13,2,2,2,0,0,0,0,0,0,0,1,10000,0,0,1,0.209999993,0,0,0,0.666499972,0.89200002,13,2,2,2,0,0.637070715,0.732040763,3,0.537361205,2,203,78
"432",21364,"C00498121","roger","williams","rogerwilliams","TX","House",25,"R","1/3/2013","1/3/2019","reprwilliams",5,2166,1,1,NA,NA,1,NA,NA,NA,10243,"Williams, Roger",115,2017,"TX",25,0,2012,0,58,0.605000019,36,0,0,0,0,0,0,0,11,3,3,1,0,0,0,0,0,0,0,0,3364,0,0,0,0,1,0,0,0.332500011,0.107000016,11,3,3,1,0,0.662287235,0.506088555,3,1.127987385,2,245,181
"433",21364,"C00498121","roger","williams","rogerwilliams","TX","House",25,"R","1/3/2013","1/3/2019","RogerWilliamsTX",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10243,"Williams, Roger",115,2017,"TX",25,0,2012,0,58,0.605000019,36,0,0,0,0,0,0,0,11,3,3,1,0,0,0,0,0,0,0,0,3364,0,0,0,0,1,0,0,0.332500011,0.107000016,11,3,3,1,0,0.662287235,0.506088555,3,1.127987385,2,245,181
"434",21365,"C00506832","marc","veasey","marcveasey","TX","House",33,"D","1/3/2013","1/3/2019","repveasey",4,2345,0,0,1856,0.791,1,NA,NA,NA,10223,"Veasey, Marc",115,2017,"TX",33,1,2012,0,74,-0.405000001,36,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,5476,0,0,1,0.209999993,0,0,0,0.67750001,0.902999997,17,0,0,0,0,0.209374577,0.384500921,3,0.537361205,1,203,147
"435",21365,"C00506832","marc","veasey","marcveasey","TX","House",33,"D","1/3/2013","1/3/2019","MarcVeasey",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10223,"Veasey, Marc",115,2017,"TX",33,1,2012,0,74,-0.405000001,36,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,5476,0,0,1,0.209999993,0,0,0,0.67750001,0.902999997,17,0,0,0,0,0.209374577,0.384500921,3,0.537361205,1,203,147
"436",21366,"C00513531","filemon","vela","filemonvela","TX","House",34,"D","1/3/2013","1/3/2019","FilemonVela",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10224,"Vela, Filemon",115,2017,"TX",34,1,2012,0,63,-0.31099999,36,0,0,0,0,0,0,0,6,2,2,2,0,0,0,0,0,0,0,1,3969,0,0,0,0,0,0,0,0.583499968,0.809000015,6,2,2,2,0,0.550857663,0.324823827,3,0.537361205,2,203,92
"437",21366,"C00513531","filemon","vela","filemonvela","TX","House",34,"D","1/3/2013","1/3/2019","repfilemonvela",0,1141,0,0,769,0.674,1,NA,NA,NA,10224,"Vela, Filemon",115,2017,"TX",34,1,2012,0,63,-0.31099999,36,0,0,0,0,0,0,0,6,2,2,2,0,0,0,0,0,0,0,1,3969,0,0,0,0,0,0,0,0.583499968,0.809000015,6,2,2,2,0,0.550857663,0.324823827,3,0.537361205,2,203,92
"438",21367,"C00506931","chris","stewart","chrisstewart","UT","House",2,"R","1/3/2013","1/3/2019","repchrisstewart",4,2539,0,1,NA,NA,1,NA,NA,NA,10201,"Stewart, Chris",115,2017,"UT",2,0,2012,0,62,0.521000028,4,0,0,0,0,0,0,0,13,6,6,3,2,0,0,0,0,0,0,0,3844,1,0,0,0,1,0,0,0.248500034,0.023000028,13,6,6,3,2,2.114525557,0.851477444,3,1.127987385,3,245,44
"439",21367,"C00506931","chris","stewart","chrisstewart","UT","House",2,"R","1/3/2013","1/3/2019","StewartforUtah",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10201,"Stewart, Chris",115,2017,"UT",2,0,2012,0,62,0.521000028,4,0,0,0,0,0,0,0,13,6,6,3,2,0,0,0,0,0,0,0,3844,1,0,0,0,1,0,0,0.248500034,0.023000028,13,6,6,3,2,2.114525557,0.851477444,3,1.127987385,3,245,44
"440",21368,"C00514893","derek","kilmer","derekkilmer","WA","House",6,"D","1/3/2013","1/3/2019","DerekKilmer",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10023,"Kilmer, Derek",115,2017,"WA",6,1,2012,0,62,-0.307999998,10,0,0,0,0,0,0,0,30,2,2,2,0,0,0,0,0,0,0,0,3844,1,0,1,0.196999997,0,0,0,0.580500007,0.805999994,30,2,2,2,0,0.846445262,0.465833127,3,0.537361205,3,203,46
"441",21368,"C00514893","derek","kilmer","derekkilmer","WA","House",6,"D","1/3/2013","1/3/2019","repderekkilmer",1,1485,0,1,NA,NA,1,NA,NA,NA,10023,"Kilmer, Derek",115,2017,"WA",6,1,2012,0,62,-0.307999998,10,0,0,0,0,0,0,0,30,2,2,2,0,0,0,0,0,0,0,0,3844,1,0,1,0.196999997,0,0,0,0.580500007,0.805999994,30,2,2,2,0,0.846445262,0.465833127,3,0.537361205,3,203,46
"442",21369,"C00472159","denny","heck","dennyheck","WA","House",10,"D","1/3/2013","1/3/2019","repdennyheck",0,2586,1,0,1646,0.637,1,NA,NA,NA,9981,"Heck, Denny",115,2017,"WA",10,1,2012,0,59,-0.312000006,10,0,0,0,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,0,3481,0,0,1,0.196999997,0,0,0,0.584500015,0.810000002,7,1,1,1,0,0.314840525,0.927234769,3,0.537361205,2,203,127
"443",21369,"C00472159","denny","heck","dennyheck","WA","House",10,"D","1/3/2013","1/3/2019","DennyHeck",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9981,"Heck, Denny",115,2017,"WA",10,1,2012,0,59,-0.312000006,10,0,0,0,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,0,3481,0,0,1,0.196999997,0,0,0,0.584500015,0.810000002,7,1,1,1,0,0.314840525,0.927234769,3,0.537361205,2,203,127
"444",21370,"C00502179","mark","pocan","markpocan","WI","House",2,"D","1/3/2013","1/3/2019","repmarkpocan",2,3008,0,1,NA,NA,1,NA,NA,NA,10127,"Pocan, Mark",115,2017,"WI",2,1,2012,0,69,-0.545000017,8,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4761,1,0,1,0.43900001,0,0,0,0.817499995,1.042999983,17,0,0,0,0,0.209374577,0.260911345,3,0.537361205,1,203,149
"445",21370,"C00502179","mark","pocan","markpocan","WI","House",2,"D","1/3/2013","1/3/2019","MarkPocan",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10127,"Pocan, Mark",115,2017,"WI",2,1,2012,0,69,-0.545000017,8,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4761,1,0,1,0.43900001,0,0,0,0.817499995,1.042999983,17,0,0,0,0,0.209374577,0.260911345,3,0.537361205,1,203,149
"446",21371,"C00539866","robin","kelly","robinkelly","IL","House",2,"D","4/9/2013","1/3/2019","reprobinkelly",4,1908,1,1,NA,NA,1,NA,NA,NA,10017,"Kelly, Robin",115,2017,"IL",2,1,2012,1,80,-0.462000012,18,0,0,0,0,0,0,0,15,2,2,2,2,0,0,0,0,0,0,0,6400,0,0,1,0.344000012,0,0,0,0.734499991,0.960000038,15,2,2,2,2,1.468183637,0.178518295,3,0.537361205,3,203,16
"447",21371,"C00539866","robin","kelly","robinkelly","IL","House",2,"D","4/9/2013","1/3/2019","RobinLynneKelly",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10017,"Kelly, Robin",115,2017,"IL",2,1,2012,1,80,-0.462000012,18,0,0,0,0,0,0,0,15,2,2,2,2,0,0,0,0,0,0,0,6400,0,0,1,0.344000012,0,0,0,0.734499991,0.960000038,15,2,2,2,2,1.468183637,0.178518295,3,0.537361205,3,203,16
"448",21371,"C00539866","robin","kelly","robinkelly","IL","House",2,"D","4/9/2013","1/3/2019","robin42cd",6,3890,0,0,2406,0.619,1,NA,NA,NA,10017,"Kelly, Robin",115,2017,"IL",2,1,2012,1,80,-0.462000012,18,0,0,0,0,0,0,0,15,2,2,2,2,0,0,0,0,0,0,0,6400,0,0,1,0.344000012,0,0,0,0.734499991,0.960000038,15,2,2,2,2,1.468183637,0.178518295,3,0.537361205,3,203,16
"449",21372,"C00499947","daniel","kildee","danielkildee","MI","House",5,"D","1/3/2013","1/3/2019","repdankildee",2,3893,1,1,NA,NA,1,NA,NA,NA,10022,"Kildee, Daniel",115,2017,"MI",5,1,2012,0,61,-0.393999994,14,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,3721,0,0,0,0,0,0,0,0.666499972,0.89200002,19,0,0,0,0,0.224153951,0.449474275,3,0.537361205,1,203,141
"450",21372,"C00499947","daniel","kildee","danielkildee","MI","House",5,"D","1/3/2013","1/3/2019","dankildee",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10022,"Kildee, Daniel",115,2017,"MI",5,1,2012,0,61,-0.393999994,14,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,3721,0,0,0,0,0,0,0,0.666499972,0.89200002,19,0,0,0,0,0.224153951,0.449474275,3,0.537361205,1,203,141
"451",21373,"C00541862","jason","smith","jasonsmith","MO","House",8,"R","6/4/2013","1/3/2019","repjasonsmith",4,2358,1,1,NA,NA,1,NA,NA,NA,10195,"Smith, Jason",115,2017,"MO",8,0,2012,0,74,0.617999971,8,0,0,0,0,0,0,0,24,3,3,2,0,0,0,0,0,0,0,0,5476,1,0,1,0.197999999,1,1,0,0.345499963,0.119999968,24,3,3,2,0,0.91671294,1.210333943,3,1.127987385,2,245,145
"452",21373,"C00541862","jason","smith","jasonsmith","MO","House",8,"R","6/4/2013","1/3/2019","JasonSmithMO",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10195,"Smith, Jason",115,2017,"MO",8,0,2012,0,74,0.617999971,8,0,0,0,0,0,0,0,24,3,3,2,0,0,0,0,0,0,0,0,5476,1,0,1,0.197999999,1,1,0,0.345499963,0.119999968,24,3,3,2,0,0.91671294,1.210333943,3,1.127987385,2,245,145
"453",21375,"C00541888","katherine","clark","katherineclark","MA","House",5,"D","12/12/2013","1/3/2019","repkclark",1,2897,0,0,2316,0.799,1,NA,NA,NA,9872,"Clark, Katherine",115,2017,"MA",5,1,2012,1,100,-0.49000001,9,0,0,0,0,0,0,0,17,2,2,1,0,0,0,0,0,0,0,0,10000,1,0,1,0.331999987,0,0,0,0.762499988,0.988000035,17,2,2,1,0,0.592019558,0.869362473,3,0.537361205,2,203,84
"454",21375,"C00541888","katherine","clark","katherineclark","MA","House",5,"D","12/12/2013","1/3/2019","KatherineClark",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9872,"Clark, Katherine",115,2017,"MA",5,1,2012,1,100,-0.49000001,9,0,0,0,0,0,0,0,17,2,2,1,0,0,0,0,0,0,0,0,10000,1,0,1,0.331999987,0,0,0,0.762499988,0.988000035,17,2,2,1,0,0.592019558,0.869362473,3,0.537361205,2,203,84
"455",21376,"C00545673","bradley","byrne","bradleybyrne","AL","House",1,"R","1/8/2014","1/3/2019","repbyrne",2,9030,0,0,7031,0.779,1,NA,NA,NA,9856,"Byrne, Bradley",115,2017,"AL",1,0,2012,0,100,0.54400003,7,0,1,0,0,0,0,0,10,2,2,2,0,0,0,0,0,0,0,0,10000,1,0,1,0.067000002,1,0,0,0.271500021,0.04600003,10,2,2,2,0,0.600122273,0.312152505,3,1.343341947,1,245,191
"456",21376,"C00545673","bradley","byrne","bradleybyrne","AL","House",1,"R","1/8/2014","1/3/2019","BradleyByrne",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9856,"Byrne, Bradley",115,2017,"AL",1,0,2012,0,100,0.54400003,7,0,1,0,0,0,0,0,10,2,2,2,0,0,0,0,0,0,0,0,10000,1,0,1,0.067000002,1,0,0,0.271500021,0.04600003,10,2,2,2,0,0.600122273,0.312152505,3,1.343341947,1,245,191
"457",21500,"C00551374","gary","palmer","garypalmer","AL","House",6,"R","1/6/2015","1/3/2019","usrepgarypalmer",2,1591,0,1,NA,NA,1,NA,NA,NA,10113,"Palmer, Gary",115,2017,"AL",6,0,2014,0,75,0.778999984,7,0,1,0,0,0,0,0,8,2,2,1,0,1,1,1,1,1,0,0,5625,0,0,0,0,1,0,0,0.506500006,0.280999988,9,3,3,2,1,0.611981511,0.352288187,2,1.329130054,1,245,188
"458",21500,"C00551374","gary","palmer","garypalmer","AL","House",6,"R","1/6/2015","1/3/2019","Palmer4Alabama",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10113,"Palmer, Gary",115,2017,"AL",6,0,2014,0,75,0.778999984,7,0,1,0,0,0,0,0,8,2,2,1,0,1,1,1,1,1,0,0,5625,0,0,0,0,1,0,0,0.506500006,0.280999988,9,3,3,2,1,0.611981511,0.352288187,2,1.329130054,1,245,188
"459",21501,"","martha","mcsally","marthamcsally","AZ","House",2,"R","1/6/2015","1/3/2019","MarthaMcSally",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10083,"McSally, Martha",115,2017,"AZ",2,0,2014,1,57,0.345999986,9,0,1,0,0,0,0,0,27,9,13,11,0,0,0,0,0,0,0,0,3249,0,0,0,0,1,0,0,0.073499985,0.15200001,27,9,13,11,0,2.937981606,4.058514595,2,1.329130054,3,245,17
"460",21501,"","martha","mcsally","marthamcsally","AZ","House",2,"R","1/6/2015","1/3/2019","repmcsally",2,1874,0,0,1596,0.852,1,NA,NA,NA,10083,"McSally, Martha",115,2017,"AZ",2,0,2014,1,57,0.345999986,9,0,1,0,0,0,0,0,27,9,13,11,0,0,0,0,0,0,0,0,3249,0,0,0,0,1,0,0,0.073499985,0.15200001,27,9,13,11,0,2.937981606,4.058514595,2,1.329130054,3,245,17
"461",21502,"C00558627","ruben","gallego","rubengallego","AZ","House",7,"D","1/6/2015","1/3/2019","RubenGallego",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9951,"Gallego, Ruben",115,2017,"AZ",7,1,2014,0,75,-0.451999992,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,5625,0,0,1,0.263999999,0,0,0,0.7245,0.949999988,9,0,0,0,0,0.110845357,0.273332894,2,0.523149252,1,203,176
"462",21502,"C00558627","ruben","gallego","rubengallego","AZ","House",7,"D","1/6/2015","1/3/2019","reprubengallego",2,2288,0,0,1689,0.738,1,NA,NA,NA,9951,"Gallego, Ruben",115,2017,"AZ",7,1,2014,0,75,-0.451999992,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,5625,0,0,1,0.263999999,0,0,0,0.7245,0.949999988,9,0,0,0,0,0.110845357,0.273332894,2,0.523149252,1,203,176
"463",21503,"C00401034","french","hill","frenchhill","AR","House",2,"R","1/6/2015","1/3/2019","ElectFrench",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9987,"Hill, French",115,2017,"AR",2,0,2014,0,58,0.474999994,4,0,0,0,0,0,0,0,17,9,10,7,2,0,0,0,0,0,0,0,3364,0,0,0,0,1,0,0,0.202500001,0.023000006,17,9,10,7,2,3.041169643,1.148587108,2,1.113775373,3,245,16
"464",21503,"C00401034","french","hill","frenchhill","AR","House",2,"R","1/6/2015","1/3/2019","repfrenchhill",7,1264,0,0,1092,0.864,1,NA,NA,NA,9987,"Hill, French",115,2017,"AR",2,0,2014,0,58,0.474999994,4,0,0,0,0,0,0,0,17,9,10,7,2,0,0,0,0,0,0,0,3364,0,0,0,0,1,0,0,0.202500001,0.023000006,17,9,10,7,2,3.041169643,1.148587108,2,1.113775373,3,245,16
"465",21504,"C00554709","mark","desaulnier","markdesaulnier","CA","House",11,"D","1/6/2015","1/3/2019","repdesaulnier",2,1211,0,0,973,0.803,1,NA,NA,NA,9915,"DeSaulnier, Mark",115,2017,"CA",11,1,2014,0,72,-0.532000005,53,0,0,1,0,0,0,0,21,3,3,3,1,1,1,1,1,1,0,0,5184,0,0,1,0.629000008,0,0,0,0.804499984,1.029999971,23,4,4,4,2,1.532760262,0.49235639,2,0.523149252,3,203,14
